,Style,label,Fabric( Need Being Marke and Cut),Trims,material/trim,description,location,qty,Color way-1,Color way-2,Color way-3,Color way-4,Color way-5,Color way-6,Color way-7,Color way-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,AB18WJ1_075F_BOM.csv,l,1,0,pellon,heavyweight interfacing (item# tbd),hood brim,none,white,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,AB18WJ1_075F_BOM.csv,aa,0,1,zipper,"ykk no.5 metalux zipper,auto-lock sliders da8lh, right hand puller,left hand insert ",(1)c.f.,1,black,duffel 237,rust 236,butter 510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AB18WJ1_075F_BOM.csv,bb,0,1,zipper,ykk no.5 nylon coil  zipper.  auto-lock puller da8lh1. (zip closes down), (2) hand pockets,2,black,duffel 237,rust 236,butter 510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,AB18WJ1_075F_BOM.csv,cc,0,1,zipper,"ykk  no.5 nylon coil zippers,1-way hidden chain.  auto-lock slider da8lh1 (zippers close down)", (2)vents,2,black,duffel 237,rust 236,butter 510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,AB18WJ1_075F_BOM.csv,dd,0,1,zipper,"ykk  no.5 nylon coil zippers hidden chain ,auto-lock slider da8lh1 (zip closes up)",(1) napoleon pocket ,1,black,duffel 237,rust 236,butter 510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,AB18WJ1_075F_BOM.csv,ee,0,1,zipper pull,abzp_01 utility cord zipper pullers with tied end  (supplied by wei rong),"(2) pockets, (1) c.f. (2) vents, (1)napoleon pocket",6,black,black,black,bone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,AB18WJ1_075F_BOM.csv,ff,0,1,velcro,hook and loop; l: 2.5cm x h: 1cm,(4)pocket flaps,4,black,olive t1136,rust t0720,gold t0713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,AB18WJ1_075F_BOM.csv,gg,0,1,velcro,hook and loop,pass pocket at powder skirt,1,black,olive t1137,rust t0721,gold t0714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,AB18WJ1_075F_BOM.csv,hh,0,1,hand pulls,round barrel stopper - k-018 , (2) hood,2,black,dark olive,black,dark olive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,AB18WJ1_075F_BOM.csv,ii,0,1,webbing,"flat webbing tape, 8mm", key clip attachment at inside wearer's right pocket,1,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,AB18WJ1_075F_BOM.csv,jj,0,1,webbing,flat webbing tape 2cm width,pass pocket pull tab,1,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,AB18WJ1_075F_BOM.csv,kk,0,1,hardware,"metal eyelets, 12mm  (incl. washers)",(4) at hood opening,4,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,pewter bi-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,AB18WJ1_075F_BOM.csv,ll,0,1,hardware,"snap buttons absnp_01 (sets), 17mm  (incl. washers)","(6) storm flap (1) snap tabs at inside bottom hem,  (2) at powder skirt",9,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,pewter bi-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,AB18WJ1_075F_BOM.csv,mm,0,1,hardware,"snap buttons absnp_01 (male side only), 17mm  (incl. washers)",(2) powder skirt,2,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,pewter bi-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,AB18WJ1_075F_BOM.csv,nn,0,1,hardware,sewing buttons 17mm  ,"(1) storm flap,(2)pocket flaps,(4) cuffs, (2) plastic bag attached to w/c label  ",9,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,pewter bi-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,AB18WJ1_075F_BOM.csv,oo,0,1, drawcord,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm ,hood opening,1,black,dark olive,black,dark olive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,AB18WJ1_075F_BOM.csv,pp,0,1,key clip,plastic key clip attched with webbing loop,inside wearers right pocket.,1,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,AB18WJ1_075F_BOM.csv,qq,0,1,plastic bag,small plasitc bag,sewn to w/c label,1,clear,clear,clear,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,AB18WJ1_075F_BOM.csv,rr,0,1,main label,abwv_67 freedom main label,"inside c.b. neck, see q/a for details",1,bone/ dark green,bone/ dark green,bone/ dark green,bone/ dark green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,AB18WJ1_075F_BOM.csv,ss,0,1,size label,abwv_69v vietnam size label,sewn in and centered below main label,1,black/off white,black/off white,black/off white,black/off white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,AB18WJ1_075F_BOM.csv,tt,0,1,w/c label,satin label with print,"wearer's left side seam, 10 cm up from bottom edge",1,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,AB18WJ1_075F_BOM.csv,uu,0,1,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),inside center back neck seam,1,black/off white,black/off white,black/off white,black/off white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,AB18WJ1_075F_BOM.csv,vv,0,1,branding,abpa_116 airblaster pu label,"left chest, see palcement page for detail",1,mahogany/black,duffel/butter,mahogany/black,duffel/butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,AB18WJ1_075F_BOM.csv,ww,0,1,hangtag,tbd,tbd,1,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,AB18WJ1_075F_BOM.csv,xx,0,1,hangtag,tbd,tbd,1,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,AB18WJ1_075F_BOM.csv,yy,0,1,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,clear,clear,clear,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,AB18WJ1_075F_BOM.csv,zz,0,1,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,AB18WJ1_075F_BOM.csv,aaa,0,1,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,AB17MP2_054_BOM.csv,a,1,0,shell fabric,sotd109-c1-y 100% polyester 10k/8k 10k/8k +2-layer +breathable coating+dwr (supplied by solis),"main body, back yoke, back pocket flaps",none,black,khaki,kombu green,dark navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AB17MP2_054_BOM.csv,b,1,0,shell fabric,sotp069-c1-h 100% polyester 15k/10k+2-layer +breathable coating+dwr (supplied by solis),cargo pockets,none,black,black,camel,oxblood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AB17MP2_054_BOM.csv,c,1,0,lining,210t-e emb07 terry emboss taffeta 100% nylon (supplied by ecoya),inside lining,none,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,AB17MP2_054_BOM.csv,d,1,0,lining, velvety tricot - soto048-1 (supplied by solis),"inside wiastband, inner front pockets, inside fly panel",none,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,AB17MP2_054_BOM.csv,e,1,0,other ,100% poly mesh - sotc025-1 (supplied by solis),vents,none,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,AB17MP2_054_BOM.csv,f,1,0,other,nylon/elastic lycra - sono029-1 (supplied by solis),inside lower leg gaiters,none,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AB17MP2_054_BOM.csv,aa,0,1,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh",fly,1,black,khaki 886,duffel 237,oxblood 097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,AB17MP2_054_BOM.csv,bb,0,1,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh1 (zippers close down)",(2) hand pockets pockets ,2,black,khaki 886,duffel 237,oxblood 097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,AB17MP2_054_BOM.csv,cc,0,1,zipper,"ykk no.5 nylon coil zippers, auto-lock slider da8lh1(zippers close from c.b. to side seam)",(1) back pockets ,1,black,khaki 886,duffel 237,oxblood 097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,AB17MP2_054_BOM.csv,dd,0,1,zipper,"ykk no.5 nylon coil zippers,hidden chain, auto-lock slider da8lh1 (zipper close down)", vents,2,black,khaki 886,duffel 237,oxblood 097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,AB17MP2_054_BOM.csv,ee,0,1,zipper pull,abzp_01 utility cord zipper pullers with tied end ,"(2) vents, (3) pockets,  ",5,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,AB17MP2_054_BOM.csv,ff,0,1,hardware,jean button17mm  (incl. washers),(1) fly opening,1,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AB17MP2_054_BOM.csv,gg,0,1,hardware,"snap buttons absnp_01 (sets), 17mm  (incl. washers)"," (4) pocket flaps, (2) bang snaps, (2) back pocket flaps",8,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,AB17MP2_054_BOM.csv,hh,0,1,hardware,12mm metal eyelet  (incl. washers),(2)waistband (1) left belt loop,3,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,dark anti brass bi-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,AB17MP2_054_BOM.csv,ii,0,1,hardware,lace hooks,c.f. of lower leg gaiters at gripper elastic,2,black oxidized,black oxidized,black oxidized,black oxidized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,AB17MP2_054_BOM.csv,jj,0,1,drawcord,polyester flat lace drawcord with metal sealed ends.  w:1 cm,waistband,1,black,black,dark olive,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,AB17MP2_054_BOM.csv,kk,0,1,elastic,gripper elastic,at inside lower leg gators,1,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,AB17MP2_054_BOM.csv,ll,0,1,key clip,plastic key clip attched with webbing loop,inside w. right pocket bag,1,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,AB17MP2_054_BOM.csv,mm,0,1,webbing,"flat webbing tape, 8mm",key clip attachment at wearers right inside pocket,1,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,AB17MP2_054_BOM.csv,oo,0,1,main label,abwv_67 freedom main label,"inside c.b. waist, see q/a for detail",1,gold/black,gold/black,gold/black,gold/black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,AB17MP2_054_BOM.csv,pp,0,1,size label,abwv_69v vietnam size label,sewn in and centered below main label,1,black/gold,black/gold,black/gold,black/gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,AB17MP2_054_BOM.csv,qq,0,1,w/c label,satin/printed w/c label (supplied by your side),at inside wearers left 8 cm from waistband seam,1,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,AB17MP2_054_BOM.csv,rr,0,1,flag  label,ablt_01 flag label (airpill logo side),left vent 2cm up from bottom of vent,1,black/white,black/white,black/white,black/white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,AB17MP2_054_BOM.csv,ss,0,1,abwvlp_01 woven loop,abwvlp_01 (supplied by sml),inside center back waist seam,1,black/gold,black/gold,black/gold,black/gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,AB17MP2_054_BOM.csv,tt,0,1,branding,abpa_77 freedom seam label,"right cargo poacket, see placement page for detail",1,black/oxblood,black/oxblood,brown/dark brown,black/oxblood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,AB17MP2_054_BOM.csv,uu,0,1,hangtag,tbd,tbd,1,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,AB17MP2_054_BOM.csv,vv,0,1,hangtag,tbd,tbd,1,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,AB17MP2_054_BOM.csv,ww,0,1,polybag w/ warning matter,airpill logo print:  16 cm,centered on poly bag,1,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,AB17MP2_054_BOM.csv,xx,0,1,country of origin sticker (supplied by your side),made in china sticker,centered above upc sticker,1,white,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,AB17MP2_054_BOM.csv,yy,0,1,upc sticker (supplied by your side),sticker width 3.5 cm,lookers right bottom corner,1,white,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,AB18KNJ1_002_BOM.csv,a,1,0,main fabric,94% spun polyester 6%spandex single jersey + wicking               r21103023,main body,none,black,moose,pizza,mens fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AB18KNJ1_002_BOM.csv,b,1,0,binding,94% spun polyester 6%spandex single jersey + wicking                      r21103023,hood opening,none,black,moose,pizza,mens fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AB18KNJ1_002_BOM.csv,c,0,1,thread,none,flatlock seams upper body,none,black,black,black,excalibur 18-3905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,AB18KNJ1_002_BOM.csv,d,0,1,thread,none,flatlock seams lower body,none,black,red 19-1763tpx,black,olive 18-0420tpx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,AB18KNJ1_002_BOM.csv,aa,0,1,zipper,ykk  no.3 nylon coil zipper with double slider (bottom to bottom) auto-lock slider dadr4 ,c.f. zipper,1,black,red 519,black,dk grey 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,AB18KNJ1_002_BOM.csv,bb,0,1,zipper,ykk  no.3 nylon coil zipper with double slider (bottom to bottom) auto-lock slider dadr4 ,waistband zipper,1,black,red 519,black,dk grey 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AB18KNJ1_002_BOM.csv,cc,0,1,main label,abtr_538v transfer label 100% polyester,"inside c.b. neck, 3  cm below neck seam",1,white,white,black,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,AB18KNJ1_002_BOM.csv,dd,0,1,w/c label,satin label with print,"wearer's left side seam, 10 cm up from waistband seam",1,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,AB18KNJ1_002_BOM.csv,ee,0,1,embroidery,ninja star abem_015a 2-color ,"at wearer's left chest, sewn directly to chest with sns edge stitch, see palcement page for detail  (a. star color, b. pill color)",1,a) metallic silver st101                      b) black,,yellow/red/black/brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,AB18KNJ1_002_BOM.csv,ff,0,1,embroidery,abem_310 pizza ninja star,"at wearer's left chest, sewn directly to chest with sns edge stitch",1,,tbd,tbd,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,AB18KNJ1_002_BOM.csv,gg,0,1,hangtag,none,c.f. zipper. use white color webbing rope to attach. supplied by sml.,1,tbd,clear,clear,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,AB18KNJ1_002_BOM.csv,hh,0,1,size sticker,clear size indication zipper,2 pcs placed on each designated white square on side of packing box.,2,clear,white,white,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AB18KNJ1_002_BOM.csv,ii,0,1,upc sticker,sticker width 3.5 cm,"at bottom side of ninja suit packaging box.  place in looker's lower right corner, 2 cm from each edge.  upc sticker to be provided by factory for 12/13.",1,white,black,black,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,AB18KNJ1_002_BOM.csv,jj,0,1,ninja packing box,see sample,garment folded neatly and placed in packing box.  will advise ordering information when available.,1,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,AB19WJ3_088_BOM.csv,a,1,0,shell fabric,sota074-r01 100% polyester  cire coating,"main body, sleeves, pockets",none,black,olive night,oxblood,sea pine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AB19WJ3_088_BOM.csv,c,0,1,other,"1x1 rib knit,good quality arcylic/spandex","cuffs, collar",none,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AB19WJ3_088_BOM.csv,d,1,0,lining,210t taffeta 100% nylon emb07 terry emboss supplied by ecoya,inside lininglower pocket bag,none,black,old gold,old gold,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,AB19WJ3_088_BOM.csv,f,1,0,pellon,lightweight interfacing (item# tbd), collar,none,white,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,AB19WJ3_088_BOM.csv,aa,0,1,zipper,"ykk no.5 metalux vislon zipper,auto-lock sliders da8lh, right hand puller,left hand insert ",c.f.,1,black tape with vymj matte black teeth,olive night 173 tape with vymj matte black teeth,oxblood 097 tape with vymj matte black teeth,sea pine 320 tape with vymj matte black teeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,AB19WJ3_088_BOM.csv,dd,0,1,hardware,"snap buttons absnp_01 (sets), 17mm  (incl. washers)",(2) pockets,2,bz black copper,bz black copper,bz black copper,bz black copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AB19WJ3_088_BOM.csv,ee,0,1,main label,tbd,centered 1.5cm below cb neck,1,black/moonbeam,black/moonbeam,black/moonbeam,black/moonbeam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,AB19WJ3_088_BOM.csv,ff,0,1,size label,abwv_207 made in vietnam woven label,sewn in and centered below abwv_84,1,black/neutral gray,black/neutral gray,black/neutral gray,black/neutral gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,AB19WJ3_088_BOM.csv,gg,0,1,w/c label,satin label with print,"wearer's left side seam, 10 cm up from bottom edge",1,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,AB19WJ3_088_BOM.csv,hh,0,1,loop label,abwvlp_205 loop label,inside center back neck seam,1,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,AB19WJ3_088_BOM.csv,ii,0,1,woven label,tbd,tbd,1,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,AB19WJ3_088_BOM.csv,jj,0,1,woven label,tbd,tbd,1,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AB19WJ3_088_BOM.csv,kk,0,1,hangtag,aquapel hangtag,cf zipper,1,black/white,black/white,black/white,black/white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,AB19WJ3_088_BOM.csv,ll,0,1,hangtag,tbd,tbd,1,black/white,black/white,black/white,black/white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,AB19WJ3_088_BOM.csv,mm,0,1,polybag w/ warning matter,airpill logo print:  16 cm,tbd,1,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,AB19WJ3_088_BOM.csv,nn,0,1,country of origin sticker (supplied by your side),made in china sticker,tbd,1,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,AB19WJ3_088_BOM.csv,oo,0,1,upc sticker (supplied by your side),sticker width 3.5 cm,tbd,1,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,AB19MJ2_105_BOM.csv,a,1,0,shell fabric,sotp069-2l32-ae 100% polyester 80/20 dwr tpu membrane (supplied by solis),"main body, sleeves, pockets, collar",none,black,bronze brown,pineneedle,sterilng blue,rose smoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AB19MJ2_105_BOM.csv,b,1,0,lining, soto048-p velvety tricot -  smooth side used as face side (supplied by solis),"inside body lining, pocket bag",none,night jungle,night jungle,night jungle,night jungle,night jungle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AB19MJ2_105_BOM.csv,b,1,0,lining,210t-e emb07 taffeta emboss 100% nylon (supplied by ecoya),sleeves,none,black,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,AB19MJ2_105_BOM.csv,c,1,0,pellon,lightweight interfacing (item# tbd)  (supplied by you),"collar, placket, cuffs, welts",none,white,white,white,white,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,AB19MJ2_105_BOM.csv,aa,0,1,hardware,"snap buttons absnp_01 (sets), 17mm (incl. washers)  (supplied by you)",(5)c.f.,5,bz black copper,bz black copper,bz black copper,sno antique silver,sno antique silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,AB19MJ2_105_BOM.csv,bb,0,1,hardware,"metal eyelets, 12mm (incl. washers)  (supplied by you)", (2) inside bottom hem,2,bz black copper,bz black copper,bz black copper,sno antique silver,sno antique silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,AB19MJ2_105_BOM.csv,cc,0,1,stopper,leather stopper abstpr_134 leather pig nose  stopper, (2) bottom hem drawcord,2,black,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,AB19MJ2_105_BOM.csv,dd,0,1, drawcord,flat shoelace drawcord with black oxidize finish metal ends  w: 1 cm  (supplied by you),bottom hem,1,black,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,AB19MJ2_105_BOM.csv,ee,0,1,elastic , 2.5 cm flat elastic  (supplied by you),(2) cuffs,2,black,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,AB19MJ2_105_BOM.csv,ff,0,1,main label,tbd,centered 1.5cm below cb neck,1,black/moonbeam,black/moonbeam,black/moonbeam,black/moonbeam,black/moonbeam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,AB19MJ2_105_BOM.csv,gg,0,1,size label,abwv_207 made in vietnam woven label,sewn in and centered below main label,1,black/neutral gray,black/neutral gray,black/neutral gray,black/neutral gray,black/neutral gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,AB19MJ2_105_BOM.csv,hh,0,1,w/c label,satin label with print  (supplied by you),"wearer's left side seam, 10 cm up from bottom edge",1,black,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,AB19MJ2_105_BOM.csv,ii,0,1,abwvlp_01 woven loop,abwvlp_205 loop label,inside center back neck seam,1,black,black,black,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,AB19MJ2_105_BOM.csv,jj,0,1,branding,tbd,tbd,1,tbd,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,AB19MJ2_105_BOM.csv,kk,0,1,hangtag,tbd,tbd,1,tbd,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,AB19MJ2_105_BOM.csv,ll,0,1,hangtag,tbd,tbd,1,tbd,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,AB19MJ2_105_BOM.csv,mm,0,1,polybag w/ warning matter,airpill logo print:  16 cm (supplied by you),centered on poly bag,1,clear,clear,clear,clear,clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,AB19MJ2_105_BOM.csv,nn,0,1,country of origin sticker (supplied by your side),made in china sticker  (supplied by you),centered above upc sticker,1,tbd,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,AB19MJ2_105_BOM.csv,oo,0,1,upc sticker (supplied by your side),sticker width 3.5 cm  (supplied by you),lookers right bottom corner,1,tbd,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,AB19WJ1_075F_BOM.csv,a,1,0,shell fabric,sotp069-c1-h 100% polyester 15k/10k dwr+breathable coating (supplied by solis),"main body, hood, sleeves, pockets, sleeve tabs, back neck self fabric patch",none,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AB19WJ1_075F_BOM.csv,b,1,0,lining,210t-e emb07 terry emboss taffeta (supplied by ecoya),"front and back body, powder skirt, pocket bag, sleeve lining,  hood",none,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AB19WJ1_075F_BOM.csv,c,1,0,other , velvety tricot - soto048-1 (supplied by solis),"comfort chin guard, inner front pocket bag panel",none,tbd,tbd,tbd,tbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
