,material,material_garment
7097,", , lycra e3953b, , 82% polyester 18% elastane, , , sleeve gaiter",1
7098,", , regular mesh a-1014, , 100% poly, , , vents",1
7099,", , regular mesh a-1014, , 100% poly, , , goggle pocket",1
7100,", , solid 210t, , 100% nylon, , , hood",1
7101,", , solid 210t, , 100% nylon, , , fronts",1
7102,", , solid 210t, , 100% nylon, , , sleeves",1
7103,", , solid 210t, , 100% nylon, , , hand pocket lining",1
7104,", ,  #5 metal zipper, , , , , center front",1
7105,", ,  #5 metal zipper, , , , , chest pocket vertical",1
7106,", ,  #5 coil zipper, , , , , waist ",1
7107,", ,  #5 coil zipper, , , , , leg vents",1
7108,", ,  #5 coil zipper, , , , , hand pockets horizontal",1
7109,", ,  #5 metal zipper, , , , , thigh pocket horizontal",1
7110,", ,  #5 metal zipper, , , , , back pockets",1
7111,", , ""l1-2018-trim-017
l1 zipper pull. graphic debossed 1mm 3.2 cm x 0.92 cm , , , , , center front",1
7112,", , 11nt-045 / self fabric pull, , , , , chest pocket vertical",1
7113,", , 11nt-045 / self fabric pull, , , , , waist ",1
7114,", , 11nt-045 / self fabric pull, , , , , leg vents",1
7115,", , 11nt-045 / self fabric pull, , , , , hand pockets horizontal",1
7116,", , 11nt-045 / self fabric pull, , , , , thigh pocket horizontal",1
7117,", , 11nt-045 / self fabric pull, , , , , back pockets",1
7118,", , branded trims, , , , , location",1
7119,", , l1-2018-trim-004
brown faux leather hem wrap , , , , , chest pocket",1
7120,", , l1-2018-trim-003
faux leather patch, , , , , back right hand pocket",1
7121,", , l1-2018-trim-024
l1 embroidery small
3cm x 2.77cm  , , , , , front left sleeve hem",1
7122,", , l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  , , , , ,  back right",1
7123,", , l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  , , , , , front left hem",1
7124,", , trims, , , , , location",1
7125,", , 15mm metal snap, , , , , sleeve hems",1
7126,", , 15mm metal snap, , , , , finger snap hem adjust",1
7127,", , boot hook, , , , , front gaiter",1
7128,", , keyclip, , , , , right hand pocket",1
7129,", , notions, , , , , location",1
7130,", , grosgrain: 3/4"" wide  (fold in 1/2, 1/2"" finished tab length), , , , , pull tab on velcro lining pocket ",1
7131,", , grosgrain, , , , , attach keyclip right hand pocket ",1
7132,", , shell tab 1"", , , , , under leg snaps",1
7133,", , shell tab 1"", , , , , under boot hook",1
7134,", , encased elastic 1"", , , , , pant leg hem",1
7135,", , gripper elastic 25mm non logo, , , , , powder skirt hem",1
7136,", , velcro, , , , , location",1
7137,", , 1/2"" x 1 1/2"" velcro with rounded corners, , , , , chest pocket flap",1
7138,", ,  1/2"" x 5 1/2"" (1/2"" shorter that pocket length, wmns pocket is 6"") velcro with rounded corners, , , , , lining pocket",1
7139,", , thread, , , , , supplier/ ref number",1
7140,", , seams, , , , , 1930/2/1 00:00",1
7141,", , topstitch, , , , , heavy weight topstitch",1
7142,", , bartacks, , , , , 100/2",1
7143,", , labels , , , , , location",1
7144,", , 10k/10k critically seam sealed, , , , , center back below neck seam",1
7145,", , size label (sample size s), , , , , center back below main label",1
7146,", , hang tags, , , , , location",1
7147,", , womens jacket hang tag, , , , , left side hand pocket zipper",1
7148,", , care and content labels, , , , , location",1
7149,", , address label, , , , , lining left side seam",1
7150,", , content label, , , , , lining left side seam",1
7151,", , washing label, , , , , lining left side seam",1
7152,", , calvary stretch twill, , 100% polyester, , , a",1
7153,", , leather, , , , , back right belt loop",1
7154,", , insulation, , content, , , location ",1
7155,", , non insulated, , , , , ",0
7156,", , seam tape, , content, , , location ",0
7157,", , seam tape, , , , , fully taped",1
7158,", , lining, , content, , , location ",1
7159,", , regular mesh, , 100% polyester, , , main body",1
7160,", , solid 210t , , 100% nylon, , , secondary pocket bags",1
7161,", , solid coated 210t, , 100% nylon, , , lower leg & gaiter",1
7162,", , brushed tricot, , 100% polyester, , , waistband, fly, hand pocket bags",1
7163,", , lower leg lining print (see pdf), , content, , , location ",1
7164,", , on coated 210t, , , , , lower leg front and back",1
7165,", , micro twill 5k5k coating c6 wr $3.75, , 100%poly, , , a",1
7166,", , need to source , , , , , ribbing",1
7167,", , item, , content, , , insulation",0
7168,", , , , , , , 60 ""cs"" polyfill all over",1
7169,", , item, , content, , , seam tape",0
7170,", , , , , , , critically taped",1
7171,", , item, , content, , , lining",0
7172,", , brushed tricot, , , , , chin & hand pocket bags",1
7173,", , blossom print satin, , , , , body & hood",1
7174,", , solid 210t, , , , , sleeves , inner pocket lining, sleeve pocket lining",1
7175,", , #5 coil, , , , , fly ",1
7176,", , #3 coil, , , , , leg pocket",1
7177,", , #5 coil, , , , , hem",1
7178,", , item, , , , , l1 branded trims",0
7179,", , 17mm donut post shank, , , , , cf fly",1
7180,", , 10mm square rivet, , , , , front right hand pocket, back left hand pocket",1
7181,", , 10mm denim rivet , , , , , front pocket edges",1
7182,", , l1 small faux suede patch, , , , , back left knee",1
7183,", , l1 embroidery large, , , , , front left hem",1
7184,", , item, , , , , other trims",0
7185,", , 3/8"" flat waxed shoe lace with clear plastic tips, , , , , waist drawcord",1
7186,", , key clip, , , , , leg pocket",1
7187,", , item, , , , , webbing & elastic",0
7188,", , 1/4"" flat x 1 3/4"" loop, , , , , keyclip loop leg pocket",1
7189,", , spi, , , , , thread",0
7190,", , 12 spi (special allowance to avoid seam slip on shell  fabric), , , , , shell seams 1/4"" allowance ",0
7191,", , 8-10 spi, , , , , seams",0
7192,", , 8-10 spi, , , , , denim weight topstitch",0
7193,", , , , , , , bartacks",1
7194,", , item, , , , , l1 marketing",0
7195,", , l1 pant hang tag, , , , , front left belt loop",1
7196,", , denim warning hang tag, , , , , front left belt loop behind main hang tag",1
7197,", , l1 pant fit hang tag , , , , , front left belt loop behind denim dye warning hang tag",1
7198,", , l1 wmns pant size label, , , , , center back waist band facing",1
7199,", , l1 wmns main label, , , , , lining front right",1
7200,", , address label, , , , , lining left side seam",1
7201,", , content label, , , , , lining left side seam",1
7202,", , address label, , , , , lining left side seam",1
7203,", , clear zip tie, , , , , front left belt loop to attach hang tags",1
7204,", , #5 metal, , , , , fly ",1
7205,", , item, , , , , l1 branded trims",0
7206,", , 17mm donut post shank, , , , , cf fly",1
7207,", , 10mm square rivet , , , , , front left hand pocket",1
7208,", , 10mm denim rivet , , , , , pocket edges",1
7209,", , deboss patch, , , , , back right waist band",1
7210,", , l1 embroidery large, , , , , left hem",1
7211,", , l1 embroidery15mm wide , , , , , front right coin pocket",1
7212,", , item, , , , , other trims",0
7213,", , key clip, , , , , right hand pocket",1
7214,", , item, , , , , webbing & elastic",0
7215,", , 1/4"" flat x 1 3/4"" loop, , , , , keyclip loop right hand pocket",1
7216,", , spi, , , , , thread",0
7217,", , 8-10 spi, , , , , seams",0
7218,", , 8-10 spi, , , , , denim weight topstitch",0
7219,", , , , , , , bartacks",1
7220,", , , , , , , zig zag attach cb label",1
7221,", , , , , , , tacks on back right pocket jocker label",1
7222,", , item, , , , , l1 marketing",0
7223,", , l1 pant hang tag, , , , , front left belt loop",1
7224,", , denim warning hang tag, , , , , front left belt loop behind main hang tag",1
7225,", , l1 pant fit hang tag , , , , , front left belt loop behind denim dye warning hang tag",1
7226,", , l1 pant size label, , , , , center back waist band facing",1
7227,", , l1 main label, , , , , lining back right",1
7228,", , address label, , , , , lining left side seam",1
7229,", , content label, , , , , lining left side seam",1
7230,", , address label, , , , , lining left side seam",1
7231,", , clear zip tie, , , , , front left belt loop to attach hang tags",1
7232,", , joker tag  // 10k/10k // fully taped , , , , , back right pocket",0
7233,", ,  #5 vislon zipper, , , , , center front",1
7234,", ,  #5 coil zipper, , , , , underarm vents",1
7235,", ,  #5 metal zipper  (special herringbone tape), , , , , hand pockets vertical",1
7236,", , ""l1-2018-trim-017
l1 zipper pull. graphic debossed 1mm 3.2 cm x 0.92 cm , , , , , center front",1
7237,", , 11nt-045 / self fabric pull, , , , , underarm vents",1
7238,", , 11nt-045 / self fabric pull, , , , , hand pockets vertical",1
7239,", , branded trims, , , , , location",1
7240,", , l1-2018-trim-009
freedom snap  / artwork debossed 1mm. 1.7 cm x 1.7cm, , , , , center front placket,  hand pocket flaps",1
7241,", , l1-2018-trim-028/ 
l1 wmns - freedom patch
brown faux leather, , , , , left shoulder",1
7242,", , l1-2018-trim-003 /
faux leather patch / artwork debossed 1mm 6.25 cm x 4.6 cm
brown leather, , , , , front right hem",1
7243,", , l1-2018-trim-024
l1 embroidery small
3cm x 2.77cm  , , , , , left sleeve hem",1
7244,", , l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  , , , , , back right",1
7245,", , trims, , , , , location",1
7246,", , 15mm metal snap , , , , , powder skirt - front closure",1
7247,", , 15mm metal snap , , , , , snap away powder skirt - lining facing ",1
7248,", , 15mm metal snap , , , , , powder skirt - jacket to pant connection",1
7249,", , metal eyelets 8mm , , , , , hood cord exit front",1
7250,", , metal eyelets 8mm , , , , , hem cord exit",1
7251,", , cord lock: small cord lock with tie down, , , , , front hood adjust",1
7252,", , cord lock, , , , , hem adjust exposed at lining",1
7253,", , bead, , , , , hem adjust",1
7254,", , bead, , , , , front hood adjust",1
7255,", , keyclip, , , , , right hand pocket",1
7256,", , notions, , , , , location",1
7257,", , grosgrain 1/4"", , , , , attach front hood cord lock",1
7258,", , grosgrain 3/8"", , , , , attach hem cord lock",1
7259,", , grosgrain 1/4"", , , , , attach keyclip right hand pocket ",1
7260,", , grosgrain: 3/4"" wide  (fold in 1/2, 1/2"" finished tab length), , , , , lining pocket",1
7261,", , grosgrain 3/4"" x  3 1/2"" flat webbing (finished length), , , , , powder skirt - side tabs jacket to pant connection ",1
7262,", , shell fabric tab  1"" x 1"" wrap around , , , , , jacket to pant connection center back on tab",1
7263,", , shell fabric tab  1"" x 1"" wrap around , , , , , jacket to pant connection center back under snap on gripper elastic",1
7264,", , shell fabric tab 3/4"" x  1"" , , , , , jacket to pant connection at side tabs under snaps",1
7265,", , elastic 1"" x 4"", , , , , powder skirt middle tab - jacket to pant connection ",1
7266,", , elastic , , , , , back of sleeve cuffs",1
7267,", , elastic 1/4"" , , , , , lining cable guide",1
7268,", , gripper elastic 25mm non logo, , , , , powder skirt hem",1
7269,", , elastine binding, , , , , goggle pocket binding",1
7270,", , l1-2018-trim-030 2-color shockcord 3.5mm (heathered 2 color mix) , , , , , hood & hem",1
7271,", , velcro, , , , , location",1
7272,", ,  1/2"" x 1 1/2"" velcro with rounded corners, , , , , chin",1
7273,", , 1/2"" x 2 velcro with rounded corners, , , , , center front placket",1
7274,", ,  1/2"" x 5 1/2"" (1/2"" shorter that pocket length) velcro with rounded corners, , , , , lining pocket",1
7275,", , 3/4"" x 3 3/4"" velcro with rounded corners, , , , , cuff on body",1
7276,", , 3/4"" x 2 1/2"" velcro with rounded corners, , , , , cuff on tab",1
7277,", , thread, , , , , supplier/ ref number",1
7278,", , seams, , , , , 1930/2/1 00:00",1
7279,", , topstitch, , , , , heavy weight topstitch",1
7280,", , bartacks, , , , , 100/2",1
7281,", , labels , , , , , location",1
7282,", , 10k/10k critically seam sealed, , , , , center back below neck seam",1
7283,", , size label (sample size s), , , , , center back below main label",1
7284,", , hang tags, , , , , location",1
7285,", , womens jacket hang tag, , , , , left side hand pocket zipper",1
7286,", , care and content labels, , , , , location",1
7287,", , address label, , , , , lining left side seam",1
7288,", , content label, , , , , lining left side seam",1
7289,", , washing label, , , , , lining left side seam",1
7290,", , cavalry stretch twill, , , , , a",1
7291,", , brown faux leather, , , , , back right belt loop",1
7292,", , insulation, , content, , , location ",1
7293,", , polyfill, , 100% polyester, , , seat",1
7294,", , polyfill, , 100% polyester, , , knees (front)",1
7295,", , seam tape, , content, , , location ",0
7296,", , seam tape, , , , , fully seam sealed",1
7297,", , lining, , content, , , location ",1
7298,", , solid 210t , , 100% nylon, , , legs",1
7299,", , solid 210t , , 100% nylon, , , lower leg & gaiter",1
7300,", , solid 210t , , 100% nylon, , , secondary pocket bags",1
7301,", , brushed tricot, , 100% polyester, , , hand pocket bags",1
7302,", , regular mesh, , 100% polyester, , , leg vents",1
7303,", , lower leg lining print (see pdf), , content, , , location ",1
7304,", , on coated 210t, , , , , lower leg front and back",1
7305,", , #5 vislon, , , , , center front",1
7306,", , #5 metal, , , , , waist pocket",1
7307,", , #5 coil, , , , , underarms",1
7308,", , #5 coil, , , , , side entry hand pockets",1
7309,", , #5 coil, , , , , back hem zip",1
7310,", , #5 coil, , , , , inside pocket",1
7311,", , item, , , , , zipper pulls",0
7312,", , l1 snap on metal zipper pull, , , , , center front",1
7313,", ,  self fabric pull, , , , , underarms",1
7314,", ,  self fabric pull, , , , , side entry hand pockets",1
7315,", ,  self fabric pull, , , , , inside pocket",1
7316,", , item, , , , , l1 branded trims",0
7317,", , l1 small embroidery, , , , , front left sleeve",1
7318,", , l1 large embroidery, , , , , back right ",1
7319,", , l1 hem wrap, , , , , cf, hand and chest pockets",1
7320,", , l1 new patch, , , , , right hand pocket ",1
7321,", , item, , , , , snaps",0
7322,", , 24l metal snap, , , , , cf placket & hand pockets",1
7323,", , 14 mm plastic snap, , , , , cf powder skirt closure",1
7324,", , 14 mm plastic snap, , , , , pow skirt: jacket to pant connection on powderskirt hem",1
7325,", , 14 mm plastic snap, , , , , ""snap away powder skirt"" snap powder skirt to front facing when not in use",1
7326,", , item, , , , , cord locks",0
7327,", , cord lock, , , , , back hood cord lock",1
7328,", , cord tip, , , , , back hood cord lock tip",1
7329,", , cord lock, , , , , front hood cord locks (hidden on inside facing)",1
7330,", , cord lock, , , , , hem cord locks",1
7331,", , cord lock, , , , , pocket cord tip",1
7332,", , item, , , , , grommets",0
7333,", , grommet 11.5 mm (large), , , , , back hood cord exit",1
7334,", , grommet  8mm diameter, , , , , front hood adjust cord exit",1
7335,", , grommet  8mm diameter, , , , , hem adjust cord exit",1
7336,", , grommet  8mm diameter, , , , , hem adjust cord exit in lining pocket",1
7337,", , item, , , , , shockcord",0
7338,", , 3mm stretch shockcord, , , , , hood & hem",1
7339,", , item, , , , , webbing ",0
7340,", , 1/4"" flat x 1 3/4"" loop, , , , , keyclip loop right hand pocket",1
7341,", , 1/4"" flat webbing loop, , , , , hem & hood cord lock tie downs",1
7342,", , plastic keyclip , , , , , right hand pocket",1
7343,", , 3/4"" x 1"" finished , , , , , jacket to pant connection center back ",1
7344,", , 3/4"" x 3 1/4"" flat webbing, , , , , jacket to pant connection at side tabs",1
7345,", , item, , , , , elastic",0
7346,", , 25mm, , , , , powder skirt gripper elastic",1
7347,", , elastine binding, , , , , goggle pocket",1
7348,", , 1/4"" flat elastic, , , , , lining media pocket cable guide",1
7349,", , , , , , , encased in back of sleeve hem",1
7350,", , flat elastic tape 3/4"" x 4 1/4"", , , , , jacket to pant connection center back tab",1
7351,", , item, , , , , velcro",0
7352,", , 2.5cm x 9cm, , , , , cuff ",1
7353,", , 2.5cm x 6.5cm, , , , , cuff tab",1
7354,", , 1.3 cm x 7.5cm, , , , , cf placket",1
7355,", , 1.3 cm x 4cm, , , , , hand pocket flaps",1
7356,", , spi, , , , , thread",0
7357,", , , , , , , seams",1
7358,", , , , , , , topstitch",1
7359,", , , , , , , bartacks",1
7360,", , , , , , , sleeve gaiter cover stitch",1
7361,", , description, , , , , marketing",1
7362,", , l1 hang tag, , , , , left hand pocket zipper head",1
7363,", , wp breath / size label / rn ca / made in ___, , , , , lining cb facing",1
7364,", , address label, , , , , lining left side seam",1
7365,", , content label, , , , , lining left side seam",1
7366,", , washing label, , , , , lining left side seam",1
7367,", , clear zip tie, , , , , front left belt loop to attach hang tags",1
7368,", , #5 coil, , , , , center front",1
7369,", , #5 matte water resistant, , , , , right chest pocket",1
7370,", , #5 coil, , , , , underarms",1
7371,", , #5 coil, , , , , side entry hand pockets",1
7372,", , #5 coil, , , , , inside pocket",1
7373,", , #3 coil, , , , , removable powder skirt",1
7374,", , item, , , , , zipper pulls",0
7375,", , l1 snap on metal zipper pull, , , , , center front",1
7376,", ,  self fabric pull, , , , , underarms",1
7377,", ,  self fabric pull, , , , , side entry hand pockets",1
7378,", ,  self fabric pull, , , , , inside pocket",1
7379,", , item, , , , , l1 branded trims",0
7380,", , l1 small embroidery, , , , , front left sleeve",1
7381,", , l1 large embroidery, , , , , back right ",1
7382,", , l1 new patch, , , , , left chest",1
7383,", , item, , , , , snaps",0
7384,", , 24l metal snap, , , , , left chest pocket",1
7385,", , 24l metal snap, , , , , hidden at chin and hem",1
7386,", , 14 mm plastic snap, , , , , cf powder skirt closure",1
7387,", , 14 mm plastic snap, , , , , pow skirt: jacket to pant connection on powderskirt hem",1
7388,", , 14 mm plastic snap, , , , , ""snap away powder skirt"" snap powder skirt to front facing when not in use",1
7389,", , item, , , , , cord locks",0
7390,", , cord lock, , , , , back hood cord lock",1
7391,", , cord tip, , , , , back hood cord lock tip",1
7392,", , cord lock, , , , , front hood cord locks",1
7393,", , cord lock, , , , , hem cord locks",1
7394,", , cord lock, , , , , pocket cord tip",1
7395,", , item, , , , , grommets",0
7396,", , grommet 11.5 mm (large), , , , , back hood cord exit",1
7397,", , grommet  8mm diameter, , , , , front hood adjust cord exit",1
7398,", , grommet  8mm diameter, , , , , hem adjust cord exit",1
7399,", , grommet  8mm diameter, , , , , hem adjust cord exit in lining pocket",1
7400,", , item, , , , , shockcord",0
7401,", , 3mm stretch shockcord, , , , , hood & hem",1
7402,", , item, , , , , webbing ",0
7403,", , 1/4"" flat x 1 3/4"" loop, , , , , keyclip loop right hand pocket",1
7404,", , 1/4"" flat webbing loop, , , , , hem & hood cord lock tie downs",1
7405,", , plastic keyclip , , , , , right hand pocket",1
7406,", , 3/4"" x 1"" finished , , , , , jacket to pant connection center back ",1
7407,", , 3/4"" x 3 1/4"" flat webbing, , , , , jacket to pant connection at side tabs",1
7408,", , item, , , , , elastic",0
7409,", , 25mm, , , , , powder skirt gripper elastic",1
7410,", , flat elastic tape 3/4"" x 4 1/4"", , , , , jacket to pant connection center back tab",1
7411,", , elastine binding, , , , , goggle pocket",1
7412,", , 1/4"" flat elastic, , , , , lining media pocket cable guide",1
7413,", , , , , , , encased in back of sleeve hem",1
7414,", , item, , , , , velcro",0
7415,", , 2.5cm x 9cm, , , , , cuff ",1
7416,", , 2.5cm x 6.5cm, , , , , cuff tab",1
7417,", , 1.3 cm x 4cm, , , , , chin",1
7418,", , 1.3 cm x 7.5cm, , , , , cf placket",1
7419,", , 1.3 cm x 4cm, , , , , hand pocket flaps",1
7420,", , 1.3 cm x 9cm, , , , , left sleeve pocket",1
7421,", , spi, , , , , thread",0
7422,", , , , , , , seams",1
7423,", , , , , , , topstitch",1
7424,", , , , , , , bartacks",1
7425,", , , , , , , sleeve gaiter cover stitch",1
7426,", , description, , , , , marketing",1
7427,", , l1 hang tag, , , , , left hand pocket zipper head",1
7428,", , wp breath / size label / rn ca / made in ___, , , , , lining cb facing",1
7429,", , address label, , , , , lining left side seam",1
7430,", , content label, , , , , lining left side seam",1
7431,", , washing label, , , , , lining left side seam",1
7432,", , clear zip tie, , , , , front left belt loop to attach hang tags",1
7433,", , , , , , , 20k/20k 3layer
printable tricot on inside
",1
7434,", , insulation, , content, , , location ",1
7435,", , non insulated, , , , , ",0
7436,", , seam tape, , content, , , location ",0
7437,", , seam tape (possibly printed), , 100% polyester, , , fully seam sealed",1
7438,", , lining, , content, , , location ",1
7439,", , shell, , , , , lining pocket",1
7440,", , shell, , , , , hand pocket bags",1
7441,", , brushed tricot, , 100% polyester, , , chin guard",1
7442,", , new stretch twill 10k/10k laminate c6 dwr, $4.28, , 100% polyestr, , , all shell is same fabric",1
7443,", , item, , content, , , insulation",0
7444,", , , , , , , non insulated",1
7445,", , item, , content, , , seam tape",0
7446,", , width...seam tape, , , , , critically taped",1
7447,", , item, , content, , , lining",0
7448,", , small hole mesh , , 100% poly, , , main body",1
7449,", , coated 210t, , 100% nylon, , , lower leg",1
7450,", , 120g brushed tricot, , 100% poly, , , waistband & fly",1
7451,", , 120g brushed tricot, , 100% poly, , , hand pocket lining",1
7452,", , , , , , , a",1
7453,", , faux leather, , , , , back right belt loop",1
7454,", , insulation, , content, , , location ",1
7455,", , non insulated, , , , , ",0
7456,", , seam tape, , content, , , location ",0
7457,", , seam tape, , , , , fully taped",1
7458,", , lining, , content, , , location ",1
7459,", , solid 210t , , 100% nylon, , , main body",1
7460,", , reverse brushed tricot, , 100% polyester, , , seat",1
7461,", , solid 210t , , 100% nylon, , , secondary pocket bags",1
7462,", , solid coated 210t, , 100% polyester, , , lower leg & gaiter",1
7463,", , brushed tricot, , 100% polyester, , , waistband, fly, hand pocket bags",1
7464,", , power stretch mesh, , 100% polyester, , , leg vents",1
7465,", , lower leg lining print (see pdf), , content, , , location ",1
7466,", , on coated 210t, , , , , lower leg front and back",1
7467,", , broken twill, , , , , a",1
7468,", , brown faux leather, , , , , back right belt loop",1
7469,", , insulation, , content, , , location ",1
7470,", , polyfill, , 100% polyester, , , seat",1
7471,", , polyfill, , 100% polyester, , , knees (front)",1
7472,", , seam tape, , content, , , location ",0
7473,", , seam tape, , , , , fully seam sealed",1
7474,", , lining, , content, , , location ",1
7475,", , solid 210t , , 100% nylon, , , legs",1
7476,", , solid 210t , , 100% nylon, , , lower leg & gaiter",1
7477,", , solid 210t , , 100% nylon, , , secondary pocket bags",1
7478,", , brushed tricot, , 100% polyester, , , hand pocket bags",1
7479,", , regular mesh, , 100% polyester, , , leg vents",1
7480,", , lower leg lining print (see pdf), , content, , , location ",1
7481,", , on coated 210t, , , , , lower leg front and back",1
7482,", , oxford, , , , , a",1
7483,", , broken twill, , , , , a",1
7484,", , leather, , , , , back right belt loop",1
7485,", , insulation, , content, , , location ",1
7486,", , non insulated, , , , , ",0
7487,", , seam tape, , content, , , location ",0
7488,", , seam tape, , , , , fully taped",1
7489,", , lining, , content, , , location ",1
7490,", , solid 210t , , 100% nylon, , , bib and leg",1
7491,", , solid 210t , , 100% nylon, , , secondary pocket bags",1
7492,", , solid coated 210t, , 100% nylon, , , lower leg & gaiter",1
7493,", , brushed tricot, , 100% polyester, , , waistband, fly, hand pocket bags",1
7494,", , regular mesh, , 100% polyester, , , leg vents",1
7495,", , lower leg lining print (see pdf), , content, , , location ",1
7496,", , on coated 210t, , , , , lower leg front and back",1
7497,", ,  #5 metal zipper, , , , , center front",1
7498,", ,  #5 metal zipper, , , , , right chest pocket vertical",1
7499,", ,  #5 coil zipper, , , , , underarm vents",1
7500,", ,  #5 coil zipper  (special herringbone tape), , , , , hand pockets vertical",1
7501,", ,  #5 coil zipper, , , , , hand pockets horizontal",1
7502,", ,  #5 coil zipper, , , , , lining pocket vertical",1
7503,", , l1-2018-trim-017
l1 zipper pull, , , , , center front",1
7504,", , l1-2018-trim-018 / non branded zipper pull faux leather , , , , , right chest pocket (1) hand pockets (4)",1
7505,", ,  11nt-045 / self fabric pull , , , , , underarm vents",1
7506,", ,  11nt-045 / self fabric pull , , , , , lining pocket vertical",1
7507,", , branded trims, , , , , location",1
7508,", , l1-2018-trim-010
faux leather backed snap, , , , , cf placket (4), pocket flaps (4)",1
7509,", , l1-2018-trim-004
brown faux leather hem wrap, , , , , left chest pocket flap",1
7510,", , l1-2018-trim-003
faux leather patch , , , , , right hand pocket",1
7511,", , l1-2018-trim-024/  l1 embroidery small
3cm x 2.77cm  , , , , , left sleeve hem",1
7512,", , l1-2018-trim-025 /
l1 embroidery large
3.7cm x 3.4cm  , , , , , back right",1
7513,", , trims, , , , , location",1
7514,", , 15mm metal snap , , , , , powder skirt - front closure",1
7515,", , 15mm metal snap , , , , , snap away powder skirt - lining facing ",1
7516,", , 15mm metal snap , , , , , powder skirt - jacket to pant connection",1
7517,", , metal eyelets 8mm , , , , , hood cord exit front",1
7518,", , metal eyelets 8mm , , , , , hem cord exit",1
7519,", , cord lock: small cord lock with tie down, , , , , front hood adjust",1
7520,", , cord lock, , , , , hem adjust exposed at lining",1
7521,", , bead, , , , , hem adjust",1
7522,", , metal drawcord tip, , , , , hood shockcord tips",1
7523,", , keyclip, , , , , right hand pocket",1
7524,", , notions, , , , , location",1
7525,", , grosgrain 1/4"", , , , , attach front hood cord lock",1
7526,", , grosgrain 3/8"", , , , , attach hem cord lock",1
7527,", , grosgrain 1/4"", , , , , attach keyclip right hand pocket ",1
7528,", , grosgrain 3/4"" x  3 1/2"" flat webbing (finished length), , , , , powder skirt - side tabs jacket to pant connection ",1
7529,", , shell fabric tab  1"" x 1"" wrap around , , , , , jacket to pant connection center back on tab",1
7530,", , shell fabric tab  1"" x 1"" wrap around , , , , , jacket to pant connection center back under snap on gripper elastic",1
7531,", , shell fabric tab 3/4"" x  1"" , , , , , jacket to pant connection at side tabs under snaps",1
7532,", , elastic 1"" x 4"", , , , , powder skirt middle tab - jacket to pant connection ",1
7533,", , elastic , , , , , back of sleeve cuffs",1
7534,", , elastic 1/4"" , , , , , media pocket cord holder",1
7535,", , gripper elastic 25mm non logo, , , , , powder skirt hem",1
7536,", , elastine binding, , , , , goggle pocket binding",1
7537,", , l1-2018-trim-030 2-color shockcord 3.5mm (heathered 2 color mix) , , , , , hood & hem",1
7538,", , velcro, , , , , location",1
7539,", ,  1/2"" x 1 1/2"" velcro with rounded corners, , , , , chin",1
7540,", ,  1/2"" x 3 velcro with rounded corners, , , , , center front placket",1
7541,", , 1/2"" x 1 1/2"" velcro with rounded corners, , , , , left chest pocket flaps",1
7542,", , 1/2"" x 1 1/2"" velcro with rounded corners, , , , , right pocket flaps",1
7543,", , 1/2"" x 2"" velcro with rounded corners, , , , , hand pocket flaps",1
7544,", , 1"" x 3 3/4"" velcro with rounded corners, , , , , cuff on body",1
7545,", , 1"" x 2 1/2"" velcro with rounded corners, , , , , cuff on tab",1
7546,", , thread, , , , , supplier/ ref number",1
7547,", , seams, , , , , 1930/2/1 00:00",1
7548,", , topstitch, , , , , 1930/2/1 00:00",1
7549,", , bartacks, , , , , 100/2",1
7550,", , sleeve gaiter cover stitch, , , , , ",1
7551,", , labels , , , , , location",1
7552,", , 15k/15k fully taped, , , , , center back below neck seam",0
7553,", , size label (sample size l), , , , , center back below main label",1
7554,", , hang tags, , , , , location",1
7555,", , mens jacket hang tag, , , , , left side hand pocket zipper",1
7556,", , care and content labels, , , , , location",1
7557,", , address label, , , , , lining left side seam",1
7558,", , content label, , , , , lining left side seam",1
7559,", , washing label, , , , , lining left side seam",1
7560,", , cotton touch nylon 5k 5k coating + c6 w/r, $3.95 5k/5k, , 100% nylon, , , body",1
7561,", , 1 x 1 polyester  ribbing , , , , , cuff ribbing",1
7562,", , item, , content, , , insulation",0
7563,", , , , , , , 40g ""cs"" polyfill all over",1
7564,", , item, , content, , , seam tape",0
7565,", , , , , , , critically taped",1
7566,", , item, , content, , , lining",0
7567,", , solid quilted satin, , , , , body",1
7568,", , solid satin, , , , , sleeves, hand pocket lining",1
7569,", , overdye pigment $6.90 10k/10k, , 85% cotton, 13% poly, 2% spandex, , , all shell is same fabric",1
7570,", , brown overdye denim 10k/10k lamination + w/r + pigment, $10.65, , 84.5% cotton/ 13.5 % poly/ 2% spandex, , , all shell is same fabric",1
7571,", , item, , content, , , insulation",0
7572,", , , , , , , non insulated",1
7573,", , item, , content, , , seam tape",0
7574,", , width...seam tape, , , , , critically taped",1
7575,", , item, , content, , , lining",0
7576,", , small hole mesh , , 100% poly, , , main body",1
7577,", , coated 210t, , 100% nylon, , , lower leg",1
7578,", , 120g brushed tricot, , 100% poly, , , waistband & fly",1
7579,", , 120g brushed tricot, , 100% poly, , , hand pocket lining",1
7580,", ,  oxford , , 100% polyestr, , , all shell is same fabric",1
7581,", , item, , content, , , insulation",0
7582,", , 40 g polyfill, , 100% polyestr, , , knees & seat",1
7583,", , item, , content, , , seam tape",0
