,MATERIAL_ID,CATEGORY,0,1,2,3,4,5,6,7
10,22,other,"L1-2018-TRIM-007/ 
Large black faux leather hem wrap",PLEASE SOURCE: SAME SUPPLIER AS OTHER FAUX LEATHER TRIMS,CHEST POCKET HORIZONTAL,1,BLACK FAUX LEATHER,BLACK FAUX LEATHER,BLACK FAUX LEATHER,
11,23,other,"L1-2018-TRIM-002
Black Faux Leather patch",PLEASE SOURCE: SAME SUPPLIER AS OTHER FAUX LEATHER TRIMS,FRONT LEFT,1,BLACK FAUX LEATHER,BLACK FAUX LEATHER,BLACK FAUX LEATHER,
12,24,other,"L1-2018-TRIM-024/  L1 EMBROIDERY SMALL
3cm x 2.77cm  ",SOLUNA,FRONT LEFT SLEEVE HEM,1,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
13,25,other,"L1-2018-TRIM-025 /
L1 EMBROIDERY LARGE
3.7cm x 3.4cm  ",SOLUNA,BACK RIGHT,1,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
14,28,other,15MM METAL SNAP ,LUK'S / 404,POWDER SKIRT - SIDE CLOSURE,"2 FEMALE, 4 MALE",AL023 ALLOY (D),AL023 ALLOY (D),AL023 ALLOY (D),
15,29,other,15MM METAL SNAP ,LUK'S / 404,SNAP AWAY POWDER SKIRT - LINING FACING ,1 MALE 1 FEMALE,AL023 ALLOY (D),AL023 ALLOY (D),AL023 ALLOY (D),
16,30,other,15MM METAL SNAP ,LUK'S / 404,POWDER SKIRT - JACKET TO PANT CONNECTION,3 SETS,AL023 ALLOY (D),AL023 ALLOY (D),AL023 ALLOY (D),
17,31,other,METAL EYELETS 8MM ,LUK'S / ET04,HOOD CORD EXIT FRONT,2 PER SIDE = 4 ,AL023 ALLOY (D),AL023 ALLOY (D),AL023 ALLOY (D),
18,32,other,CORD LOCK: SMALL CORD LOCK WITH TIE DOWN,SUN SUN/ SV160824-2A,FRONT HOOD ADJUST,1 PER SIDE = 2,MATTE BLACK,MATTE BLACK,MATTE BLACK,
19,33,other,SHOCKCORD TIP,AS  BULK PRODUCTION,FRONT HOOD SHOCKCORD ENDS,1 PER SIDE = 2,MATTE BLACK,MATTE BLACK,MATTE BLACK,
20,34,other,KEYCLIP,AS  BULK PRODUCTION,RIGHT HAND POCKET,1,BLACK,BLACK,BLACK,
21,37,other,"1/4"" GROSGRAIN",SOLUNA,ATTACH FRONT HOOD CORD LOCK,1 PER SIDE = 2,BLACK,BLACK,BLACK,
22,38,other,"1/4"" GROSGRAIN",SOLUNA,ATTACH KEYCLIP RIGHT HAND POCKET ,1,BLACK,BLACK,BLACK,
23,39,other,GROSGRAIN,XXX,POWDER SKIRT - SIDE TABS JACKET TO PANT CONNECTION ,1,BLACK,BLACK,BLACK,
24,40,other,"GROSGRAIN 3/4"" X  3 1/2"" FLAT WEBBING (FINISHED LENGTH)",,POWDER SKIRT - SIDE TABS JACKET TO PANT CONNECTION ,2,BLACK,BLACK,BLACK,
25,41,other,"SHELL FABRIC TAB  1"" X 1"" WRAP AROUND ",,JACKET TO PANT CONNECTION CENTER BACK ON TAB,1,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
26,42,other,"SHELL FABRIC TAB  1"" X 1"" WRAP AROUND ",,JACKET TO PANT CONNECTION CENTER BACK UNDER SNAP ON GRIPPER ELASTIC,1,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
27,43,other,"SHELL FABRIC TAB 3/4"" X  1"" ",,JACKET TO PANT CONNECTION AT SIDE TABS UNDER SNAPS,1 PER SIDE = 2,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
28,44,other,"ELASTIC 1"" X 4""",,POWDER SKIRT MIDDLE TAB - JACKET TO PANT CONNECTION ,1,BLACK,BLACK,BLACK,
29,45,other,ELASTIC ,XXX,BACK OF SLEEVE CUFFS,1,BLACK,BLACK,BLACK,
30,47,other,SHOCKCORD,XXX,HEM,1,BLACK,BLACK,BLACK,
31,48,other,GRIPPER ELASTIC 25mm NON LOGO,MTT0022,POWDER SKIRT HEM,1,BLACK,BLACK,BLACK,
32,51,other,"3/4"" X 3 3/4"" VELCRO WITH ROUNDED CORNERS",XXX,CUFF ON BODY,1 PER SIDE = 2,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
33,52,other,"3/4"" X 2 1/2"" VELCRO WITH ROUNDED CORNERS",XXX,CUFF ON TAB,1 PER SIDE = 2,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
34,56,other,DENIM WEIGHT TOPSTITCH,8-10 SPI,,HEAVY WEIGHT TOPSTITCH THREAD,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
35,57,other,BARTACKS,,100 / 2,,MATCH TO SHELL,MATCH TO SHELL,MATCH TO SHELL,
36,60,other,10K/10K CRITICALLY TAPED,SOLUNA/ MAIN LABEL,CENTER BACK BELOW NECK SEAM,1,10K/10K CRITICALLY TAPED,10K/10K CRITICALLY TAPED,10K/10K CRITICALLY TAPED,
37,64,other,MENS JACKET HANG TAG,SOLUNA/ MENS JACKET HANG TAG,LEFT SIDE HAND POCKET ZIPPER,1,MENS JACKET HANG TAG,MENS JACKET HANG TAG,MENS JACKET HANG TAG,
38,68,label,ADDRESS LABEL,FACTORY SOURCED,LINING LEFT SIDE SEAM,1,ADDRESS LABEL,ADDRESS LABEL,ADDRESS LABEL,
39,69,label,CONTENT LABEL,FACTORY SOURCED,LINING LEFT SIDE SEAM,1,CONTENT LABEL,CONTENT LABEL,CONTENT LABEL,
40,70,label,WASHING LABEL,FACTORY SOURCED,LINING LEFT SIDE SEAM,1,WASHING LABEL,WASHING LABEL,WASHING LABEL,
