,brand,style,qty,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,spec,item,position,ref,fabric,trims,outer,inner
680,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,other trims,supplier/ ref number,0,1,1,0
681,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1 + 2 clear plastic tips,,black waxed / clear tips,none,none,none,none,none,,"3/8"" flat waxed shoe lace with clear plastic tips",waist drawcord,supplier / ref number,0,1,1,0
682,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1,,black,none,none,none,none,none,,key clip,leg pocket,j&k // hk-001,0,1,1,0
683,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,webbing & elastic,supplier/ ref number,0,1,1,0
684,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1,,black,none,none,none,none,none,,"1/4"" flat x 1 3/4"" loop",keyclip loop leg pocket,none,0,1,1,0
685,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,spi,thread,supplier/ ref number,0,1,1,0
686,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,regular thread,,matching,we have had ripping problems in the past,none,none,none,none,,12 spi (special allowance to avoid seam slip on shell  fabric),"shell seams 1/4"" allowance ",# 604 tseu,0,1,1,0
687,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,heavy weight topstitch thread,,matching,none,none,none,none,none,,8-10 spi,denim weight topstitch,#606 tseu,0,1,1,0
688,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,regular thread,,matching,none,none,none,none,none,,none,bartacks,# 604 tseu,0,1,1,0
689,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,amount,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,,item,l1 marketing,supplier/ ref number,0,1,1,0
690,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1,,l1 pant hang tag,none,none,none,none,none,,l1 pant hang tag,front left belt loop,supplier // ,0,1,1,0
691,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1,,l1 pant fit hang tag  // skinny fit,none,none,none,none,none,,l1 pant fit hang tag ,front left belt loop behind pant hang tag,supplier // skinny fit,0,1,1,0
692,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1,,l1 pant size label,none,none,none,none,none,,l1 pant size label,center back waist band facing,l1 pant size label,0,1,1,0
693,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1,,skinny fit // 10k/10k // critically taped ,none,none,none,none,none,,l1 main label,lining front right,skinny fit // 10k/10k // critically taped ,0,1,1,0
694,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1,,address label,none,none,none,none,none,,address label,lining left side seam,sew as loop,0,1,1,0
695,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1,,content label,none,none,none,none,none,,content label,lining left side seam,sew as loop,0,1,1,0
696,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1,,address label,none,none,none,none,none,,address label,lining left side seam,sew as loop,0,1,1,0
697,L1,L1-208-17_SKINNY_TWILL_PANT_TRIMS,1,,clear zip tie,none,none,none,none,none,,clear zip tie,front left belt loop to attach hang tags,supplier // ,0,1,1,0
698,L1,L1-101-17_ALPHA_SHELL,,,none,none,none,,,,none,wnp121-bj4sr4 3l $7.40,a,wide plus,1,0,1,0
699,L1,L1-101-17_ALPHA_SHELL,,,colorway 1 ,colorway 2,colorway 3,,,,content,item,insulation,supplier/ ref number,1,0,1,0
700,L1,L1-101-17_ALPHA_SHELL,,,non insulated,none,none,,,,none,none,non insulated,none,1,0,1,0
701,L1,L1-101-17_ALPHA_SHELL,,,colorway 1 ,colorway 2,colorway 3,,,,content,item,seam tape,supplier/ ref number,1,0,1,0
702,L1,L1-101-17_ALPHA_SHELL,,,fully 37.5 taped,none,none,,,,none,width...seam tape,fully 37.5 taped,37.5,1,0,1,0
703,L1,L1-101-17_ALPHA_SHELL,,,colorway 1 ,colorway 2,colorway 3,,,,content,item,bonding film,supplier/ ref number,1,0,1,0
704,L1,L1-101-17_ALPHA_SHELL,,,yes,none,none,,,,none,glue film,"hood brim, cf placket, cuff tabs, pocket flaps and openings, back hood flap",sealon / ,1,0,1,0
705,L1,L1-101-17_ALPHA_SHELL,,,colorway 1 ,colorway 2,colorway 3,,,,content,item,lining,supplier/ ref number,1,0,1,0
706,L1,L1-101-17_ALPHA_SHELL,,,none,none,none,,,,none,solid 210d,"hood,  sleeves, chest and arm pocket bag",solis / ref number,1,0,1,0
707,L1,L1-101-17_ALPHA_SHELL,,,none,none,none,,,,none,printed 210t,front and back panels,solis / ref number,1,0,1,0
708,L1,L1-101-17_ALPHA_SHELL,,,none,none,none,,,,none,solid coated 210d,lower body & powder skirt ,solis / ref number,1,0,1,0
709,L1,L1-101-17_ALPHA_SHELL,,,none,none,none,,,,none,rentex,chin,solis / ref number,1,0,1,0
710,L1,L1-101-17_ALPHA_SHELL,,,none,none,none,,,,none,regular mesh,underam vents,solis / ref number,1,0,1,0
711,L1,L1-101-17_ALPHA_SHELL,,,none,none,none,,,,none,power stretch mesh,goggle pocket,solis / ref number,1,0,1,0
712,L1,L1-101-17_ALPHA_SHELL,,,none,none,none,,,,none,brushed tricot,hand pocket lining,none,1,0,1,0
713,L1,L1-101-17_ALPHA_SHELL,,,none,none,none,,,,none,stretch lycra,sleeve gaiter,solis / ref number,1,0,1,0
714,L1,L1-103-17_BREWIN_SHELL,,,none,none,none,,,,none,wax fabric pa07001-2lc 15k/15k 4.68,a,none,1,0,1,0
715,L1,L1-103-17_BREWIN_SHELL,,,colorway 1 ,colorway 2,colorway 3,,,,content,item,insulation,supplier/ ref number,1,0,1,0
716,L1,L1-103-17_BREWIN_SHELL,,,"60g ""cs"" polyfill all over",none,none,,,,none,none,"60g ""cs"" polyfill all over",polyfill,1,0,1,0
717,L1,L1-103-17_BREWIN_SHELL,,,colorway 1 ,colorway 2,colorway 3,,,,content,item,seam tape,supplier/ ref number,1,0,1,0
718,L1,L1-103-17_BREWIN_SHELL,,,fully taped,none,none,,,,none,width...seam tape,fully taped,sealon,1,0,1,0
719,L1,L1-103-17_BREWIN_SHELL,,,colorway 1 ,colorway 2,colorway 3,,,,content,item,lining,supplier/ ref number,1,0,1,0
720,L1,L1-103-17_BREWIN_SHELL,,,none,none,none,,,,none,solid 210d,"hood,  sleeves, waist and top entry pocket bag",solis / ref number,1,0,1,0
721,L1,L1-103-17_BREWIN_SHELL,,,none,none,none,,,,none,printed 210t,front and back panels,solis / ref number,1,0,1,0
722,L1,L1-103-17_BREWIN_SHELL,,,none,none,none,,,,none,solid coated 210d,lower body & powder skirt ,solis / ref number,1,0,1,0
723,L1,L1-103-17_BREWIN_SHELL,,,none,none,none,,,,none,brushed tricot,chin,solis / ref number,1,0,1,0
724,L1,L1-103-17_BREWIN_SHELL,,,none,none,none,,,,none,regular mesh,goggle pocket & underam vents,solis / ref number,1,0,1,0
725,L1,L1-103-17_BREWIN_SHELL,,,none,none,none,,,,none,stretch lycra,sleeve gaiter,solis / ref number,1,0,1,0
726,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,, #5 coil zipper,fly ,ykk / 5c dalh 1-way semi auto locking,0,1,1,0
727,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1 per side = 2,,silder/pull/teeth color: x6 black oxides zipper tape color: black,silder/pull/teeth color: x6 black oxides zipper tape color: black,silder/pull/teeth color: x6 black oxides zipper tape color: black,silder/pull/teeth color: x6 black oxides zipper tape color: black,silder/pull/teeth color: x6 black oxides zipper tape color: black,,, #5 metal zipper,hand pockets,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
728,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1 per side = 2,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,, #5 coil zipper,leg vent ,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
729,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1 per side = 2,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,, #5 coil zipper,hem gusset ,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
730,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,amount,,walnut,ink,military,black,silt,,,additional zipper pulls,location,supplier/ reference number,0,1,1,0
731,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,match to shell,,, 11nt-045 / self fabric pull ,hand pocket zippers,factory made,0,1,1,0
732,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,match to shell,,, 11nt-045 / self fabric pull ,leg vent zippers,factory made,0,1,1,0
733,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,amount,,walnut,ink,military,black,silt,,,branded trims,location,supplier/ reference number,0,1,1,0
734,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,"l1-2018-trim-022
l1 19mm shank
black alloy
al023",front waist band closure,luks,0,1,1,0
735,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,"l1-2018-trim-019
l1 10mm denim rivet
black alloy
al023","front right hand pocket, bottom edge of opening",luks,0,1,1,0
736,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,"l1-2018-trim-020
l1 10mm square rivet
black alloy
al023","front left hand pocket, bottom edge of opening",luks,0,1,1,0
737,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1,,brown faux leather,brown faux leather,brown faux leather,brown faux leather,brown faux leather,,,"l1-2018-trim-004
brown faux leather hem wrap",back right hand pocket flap,please source,0,1,1,0
738,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1,,brown faux leather,brown faux leather,brown faux leather,brown faux leather,brown faux leather,,,"l1-2018-trim-027
l1 faux leather patch
brown ",back left knee,please source,0,1,1,0
739,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1,,match to shell,match to shell,match to shell,match to shell,match to shell,,,"l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  ",hem front left leg,please source,0,1,1,0
740,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,amount,,walnut,ink,military,black,silt,,,trims,location,supplier/ reference number,0,1,1,0
741,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1 per side = 2,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,15mm metal snap,back pocket flaps (hidden),luk's / 404,0,1,1,0
742,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,"1 female, 2 male",,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,15mm metal snap,sleeve hems,luk's / 404,0,1,1,0
743,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1 per side = 2,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,15mm metal snap,finger snap hem adjust,luk's / 404,0,1,1,0
744,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1 per side = 2,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,,,boot hook,front gaiter,none,0,1,1,0
745,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1 per side = 2,,black,black,black,black,black,,,keyclip,right hand pocket,as last year production,0,1,1,0
746,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,amount,,walnut,ink,military,black,silt,,,notions,location,supplier/ reference number,0,1,1,0
747,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1,,black,black,black,black,black,,,grosgrain,attach keyclip right hand pocket ,xxx,0,1,1,0
748,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,match to shell,,,"shell tab 1""",under leg snaps,soluna,0,1,1,0
749,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,match to shell,,,"shell tab 1""",under boot hook,soluna,0,1,1,0
750,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1,,black,black,black,black,black,,,gripper elastic 25mm non logo,powder skirt hem,mtt0022,0,1,1,0
751,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,amount,,walnut,ink,military,black,silt,,,velcro,location,supplier/ reference number,0,1,1,0
752,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,amount,,walnut,ink,military,black,silt,,,thread,supplier/ ref number,spi,0,1,1,0
753,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,regular thread,,match to shell,match to shell,match to shell,match to shell,match to shell,,,"shell seams 1/4"" allowance ",none,12 spi (special allowance to avoid seam slip on shell  fabric),0,1,1,0
754,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,none,,match to shell,match to shell,match to shell,match to shell,match to shell,,,seams,Feb-30,10-12 spi,0,1,1,0
755,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,none,,match to shell,match to shell,match to shell,match to shell,match to shell,,,topstitch,heavy weight topstitch,8-10 spi,0,1,1,0
756,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,none,,match to shell,match to shell,match to shell,match to shell,match to shell,,,bartacks,100/2,none,0,1,1,0
757,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,amount,,walnut,ink,military,black,silt,,,labels ,location,supplier/ reference number,0,1,1,0
758,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1,,10k/10k fully seam sealed,none,none,none,none,,,10k/10k fully seam sealed,front left leg,soluna/ main label,0,1,1,0
759,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1,,"xs, s, m, l",none,none,none,none,,,size label (sample size s),center back waist band,soluna/ size label,0,1,1,0
760,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,amount,,walnut,ink,military,black,silt,,,hang tags,location,supplier/ reference number,0,1,1,0
761,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1,,womens pant hang tag,none,none,none,none,,,womens pant hang tag,left side belt loop,soluna/ womens pant hang tag,0,1,1,0
762,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1,,boyfriend fit,none,none,none,none,,,pant fit hang tag,none,boyfriend fit,0,1,1,0
763,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,amount,,walnut,ink,military,black,silt,,,care and content labels,location,supplier/ reference number,0,1,1,0
764,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1,,none,none,none,none,none,,,address label,lining left side seam,factory sourced,0,1,1,0
765,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1,,none,none,none,none,none,,,content label,lining left side seam,factory sourced,0,1,1,0
766,L1,L1TA-203-18-A_SIREN_04_05_17_TRIMS,1,,none,none,none,none,none,,,washing label,lining left side seam,factory sourced,0,1,1,0
767,L1,L1TA-106-18_LALENA_04_04_17_SHELL,,,military,bone,ink,black,,,100% polyester,ottoman,a,"solis/ sotp080-2l32-i ottoman, 10k 10k dot lam, c6+ dwr",1,0,1,0
768,L1,L1TA-106-18_LALENA_04_04_17_SHELL,,,military,bone,ink,black,,,100% polyester,broken twill,b,"solis/  wl248 broken twill, 10k/10k, c6 +dwr",1,0,1,0
769,L1,L1TA-106-18_LALENA_04_04_17_SHELL,,,military,bone,ink,black,,,content,insulation,location ,supplier/ reference number,1,0,1,0
770,L1,L1TA-106-18_LALENA_04_04_17_SHELL,,,pinneco mantle 40g,pinneco mantle 40g,pinneco mantle 40g,pinneco mantle 40g,,,100% polyester,polyfill insulation ,all over,pinneco mantle 40g,1,0,1,0
771,L1,L1TA-106-18_LALENA_04_04_17_SHELL,,,military,bone,ink,black,,,content,seam tape,location ,supplier/ reference number,1,0,1,0
772,L1,L1TA-106-18_LALENA_04_04_17_SHELL,,,critically seam taped,critically seam taped,critically seam taped,critically seam taped,,,none,seam tape,critically seam taped,tsgs ,1,0,1,0
773,L1,L1TA-106-18_LALENA_04_04_17_SHELL,,,military,bone,ink,black,,,content,lining,location ,supplier/ reference number,1,0,1,0
774,L1,L1TA-106-18_LALENA_04_04_17_SHELL,,,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,,,100% polyester,printed satin,hood,solis/ pr258 womens print,1,0,1,0
775,L1,L1TA-106-18_LALENA_04_04_17_SHELL,,,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,solis/ pr258 womens print,,,100% polyester,printed satin,center back panel,solis/ pr258 womens print,1,0,1,0
776,L1,L1TA-106-18_LALENA_04_04_17_SHELL,,,black,black,black,black,,,none,solid 210t ,main body,solis/ sonp006-1 ,1,0,1,0
777,L1,L1TA-106-18_LALENA_04_04_17_SHELL,,,black,black,black,black,,,100% nylon,solid 210t ,sleeves,solis/ sonp006-1 ,1,0,1,0
778,L1,L1TA-106-18_LALENA_04_04_17_SHELL,,,black,black,black,black,,,100% nylon,solid 210t ,secondary pocket bags,solis/ sonp006-1 ,1,0,1,0
779,L1,L1TA-106-18_LALENA_04_04_17_SHELL,,,black,black,black,black,,,100% nylon,solid coated 210t,lower body & powder skirt,solis / sonp006-pu03,1,0,1,0
780,L1,L1TA-106-18_LALENA_04_04_17_SHELL,,,black,black,black,black,,,100% polyester,brushed tricot,hand pocket bags,supplier / ref code,1,0,1,0
781,L1,L1TA-106-18_LALENA_04_04_17_SHELL,,,black,black,black,black,,,100% polyester,brushed tricot,chin guard,supplier / ref code,1,0,1,0
782,L1,L1TA-106-18_LALENA_04_04_17_SHELL,,,black,black,black,black,,,100% polyester,regular mesh,underarm vents,1606b02 (als-16038),1,0,1,0
783,L1,L1TA-106-18_LALENA_04_04_17_SHELL,,,black,black,black,black,,,100% polyester,regular mesh ,goggle pocket,1606b02 (als-16038),1,0,1,0
784,L1,L1TA-106-18_LALENA_04_04_17_SHELL,,,black,black,black,black,,,content,stretch lycra,sleeve gaiters,supplier / ref code,1,0,1,0
785,L1,L1-211-17_THE_ONE_PANT_BONDED_3L_SHELL,,,raw blue denim,brown overdye denim,none,none,none,none,84.5% cotton/ 13.5 % poly/ 2% spandex,overdye denim 3l 5k/5k lamination+overdye+ w/r $10.35 + bonded to black jersey,all shell is same fabric,solis -l21081,1,0,1,0
786,L1,L1-211-17_THE_ONE_PANT_BONDED_3L_SHELL,,,raw blue denim,brown overdye denim,colorway 3,colorway 4,colorway 5,colorway 6,content,item,insulation,supplier/ ref number,1,0,1,0
787,L1,L1-211-17_THE_ONE_PANT_BONDED_3L_SHELL,,,no,no,none,none,none,none,none,none,shell,none,1,0,1,0
788,L1,L1-211-17_THE_ONE_PANT_BONDED_3L_SHELL,,,raw blue denim,brown overdye denim,colorway 3,colorway 4,colorway 5,colorway 6,content,item,seam tape,supplier/ ref number,1,0,1,0
789,L1,L1-211-17_THE_ONE_PANT_BONDED_3L_SHELL,,,yes,yes,none,none,none,none,none,width...seam tape,fully taped,sealon,1,0,1,0
790,L1,L1-211-17_THE_ONE_PANT_BONDED_3L_SHELL,,,raw blue denim,brown overdye denim,colorway 3,colorway 4,colorway 5,colorway 6,content,item,lining,supplier/ ref number,1,0,1,0
791,L1,L1-211-17_THE_ONE_PANT_BONDED_3L_SHELL,,,black,black,none,none,none,none,100% poly,120g brushed tricot,hand pocket lining,please sorce,1,0,1,0
792,L1,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL,,,black overdye denim,x,none,none,none,none,"85% cotton, 13% poly, 2% spandex",overdye pigment $6.90 10k/10k,all shell is same fabric,laka tex  ls1068-dl2a,1,0,1,0
793,L1,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL,,,x,brown overdye denim,none,none,none,none,"84.5% cotton, 13.5% poly, 2% spandex",brown denim overdye 10k/10k $10.65,all shell is same fabric,solis l2-1081,1,0,1,0
794,L1,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL,,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,content,item,insulation,supplier/ ref number,1,0,1,0
795,L1,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL,,,no,none,none,none,none,none,none,none,non insulated,none,1,0,1,0
796,L1,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL,,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,content,item,seam tape,supplier/ ref number,1,0,1,0
797,L1,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL,,,yes,none,none,none,none,none,none,width...seam tape,critically taped,sealon,1,0,1,0
798,L1,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL,,,colorway 1,colorway 2,colorway 3,colorway 4,colorway 5,colorway 6,content,item,lining,supplier/ ref number,1,0,1,0
799,L1,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL,,,black,none,none,none,none,none,100% poly,small hole mesh ,main body,please sorce,1,0,1,0
800,L1,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL,,,black,none,none,none,none,none,100% nylon,coated 210t,lower leg,please sorce,1,0,1,0
801,L1,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL,,,black,none,none,none,none,none,100% poly,120g brushed tricot,waistband & fly,please sorce,1,0,1,0
802,L1,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL,,,black,none,none,none,none,none,100% poly,120g brushed tricot,hand pocket lining,please sorce,1,0,1,0
803,L1,L1TA-107-17_MOONAGE_090916_TRIMS,1,,silder/pull/teeth color: silver finish (sn039 pseudo nickel bright)/ tape color: 19-4006 tpx black,silder/pull/teeth color: silver finish (sn039 pseudo nickel bright)/ tape color: 19-0515 tpx military,silder/pull/teeth color: silver finish (sn039 pseudo nickel bright)/ tape color: 15-1512 tpx pink,,,,,#5 metal,center front,ykk dalh // 1-way seperating semi auto lock ,0,1,1,0
804,L1,L1TA-107-17_MOONAGE_090916_TRIMS,1 per side = 2,,silder/pull/ color: silver finish (sn039 pseudo nickel bright)/ tape color: 19-4006 tpx black,silder/pull color: silver finish (sn039 pseudo nickel bright)/ tape color: 19-0515 tpx military,silder/pull color: silver finish (sn039 pseudo nickel bright)/ tape color: 15-1512 tpx pink,,,,,#5 coil,hand pockets,non ykk dadhr diecast wire // 1-way non locking,0,1,1,0
