,brand,style,qty,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,spec,item,position,ref,fabric,trims,outer,inner
2033,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,slider/pull color: x6 black oxides zipper tape and teeth color: match to sleeve color: 19-1540 tcx rust,slider/pull color:x6 black oxides zipper tape and teeth color: match to sleeve color: 19-4006 tcx black,slider/pull color:x6 black oxides zipper tape and teeth color: match to sleeve color: 19-4010 tcx ink,slider/pull color:x6 black oxides zipper tape and teeth color: 19-0515 tcx millitary ,,,, #8 vislon zipper,center front,ykk / 1-way semi auto locking with 1 l1 custom pull,0,1,1,0
2034,L1,L1-106-18_HASTING_4-12-17_TRIMS,1 per side = 2,,silder/pull color: x6 black oxides zipper tape/teeth color: black,silder/pull color: x6 black oxides zipper tape/teeth color: black,silder/pull color: x6 black oxides zipper tape/teeth color: black,silder/pull color: x6 black oxides zipper tape/teeth color: black,,,, #5 coil zipper,hand pockets vertical,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
2035,L1,L1-106-18_HASTING_4-12-17_TRIMS,amount,,black/ rust,bone/ black,gunmetal/ ink,vintage camo broken twill,,,,additional zipper pulls,location,supplier/ reference number,0,1,1,0
2036,L1,L1-106-18_HASTING_4-12-17_TRIMS,1 top pull only,,x6 black oxides,x6 black oxides,x6 black oxides,x6 black oxides,,,,"l1-2018-trim-017
l1 zipper pull",center front,ykk,0,1,1,0
2037,L1,L1-106-18_HASTING_4-12-17_TRIMS,1 per side = 2,,black faux leather,black faux leather,black faux leather,black faux leather,,,,"l1-2018-trim-018
non branded zipper pull. faux leather",hand pockets vertical,please source: same supplier as other faux leather trims,0,1,1,0
2038,L1,L1-106-18_HASTING_4-12-17_TRIMS,amount,,black/ rust,bone/ black,gunmetal/ ink,vintage camo broken twill,,,,branded trims,location,supplier/ reference number,0,1,1,0
2039,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,al023 alloy (d),al023 alloy (d),al023 alloy (d),al023 alloy (d),,,,"l1-2018-trim-011
half deboss snap",chest pocket flap,luk's / ,0,1,1,0
2040,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,woven label,woven label,woven label,woven label,,,,"l1-2018-trim-001
""freedom in versatility"" 
woven label",chest pocket,chun wo ho / ,0,1,1,0
2041,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,black faux leather,black faux leather,black faux leather,black faux leather,,,,"l1-2018-trim-005
black faux leather hem wrap",right hand pocket welt,please source: same supplier as other faux leather trims,0,1,1,0
2042,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,match to shell,match to shell,match to shell,match to shell,,,,"l1-2018-trim-024
l1 embroidery small",left sleeve hem,soluna,0,1,1,0
2043,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,match to shell,match to shell,match to shell,match to shell,,,,"l1-2018-trim-025
l1 embroidery large",back right,soluna,0,1,1,0
2044,L1,L1-106-18_HASTING_4-12-17_TRIMS,amount,,black/ rust,bone/ black,gunmetal/ ink,vintage camo broken twill,,,,trims,location,supplier/ reference number,0,1,1,0
2045,L1,L1-106-18_HASTING_4-12-17_TRIMS,"2 female, 4 male",,al023 alloy (d),al023 alloy (d),al023 alloy (d),al023 alloy (d),,,,15mm metal snap,powder skirt - front closure,luk's / 404,0,1,1,0
2046,L1,L1-106-18_HASTING_4-12-17_TRIMS,1 male 1 female,,al023 alloy (d),al023 alloy (d),al023 alloy (d),al023 alloy (d),,,,15mm metal snap,snap away powder skirt - lining facing ,luk's / 404,0,1,1,0
2047,L1,L1-106-18_HASTING_4-12-17_TRIMS,3 sets,,al023 alloy (d),al023 alloy (d),al023 alloy (d),al023 alloy (d),,,,15mm metal snap,powder skirt - jacket to pant connection,luk's / 404,0,1,1,0
2048,L1,L1-106-18_HASTING_4-12-17_TRIMS,2 per side = 4,,al023 alloy (d),al023 alloy (d),al023 alloy (d),al023 alloy (d),,,,metal eyelets 11mm,hood cord exit front,luk's / et89,0,1,1,0
2049,L1,L1-106-18_HASTING_4-12-17_TRIMS,2 per side = 4,,al023 alloy (d),al023 alloy (d),al023 alloy (d),al023 alloy (d),,,,metal eyelets 8mm,hem cord exit,luk's / et04,0,1,1,0
2050,L1,L1-106-18_HASTING_4-12-17_TRIMS,1 per side = 2,,19-4006 tcx black,19-4006 tcx black,19-4006 tcx black,19-4006 tcx black,,,,cord lock,front hood adjust,# 1340089aa-0 (bko1) (button),0,1,1,0
2051,L1,L1-106-18_HASTING_4-12-17_TRIMS,1 per side = 2,,19-4006 tcx black,19-4006 tcx black,19-4006 tcx black,19-4006 tcx black,,,,cord lock,hem adjust exposed at lining,sv160819-4a,0,1,1,0
2052,L1,L1-106-18_HASTING_4-12-17_TRIMS,1 per side = 2,,19-4006 tcx black,19-4006 tcx black,19-4006 tcx black,19-4006 tcx black,,,,bead,hem adjust,sv160725-1a,0,1,1,0
2053,L1,L1-106-18_HASTING_4-12-17_TRIMS,1 per side = 2,,al023 alloy (d),al023 alloy (d),al023 alloy (d),al023 alloy (d),,,,metal drawcord tip,front hood drawcord ends,see photo,0,1,1,0
2054,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,black,black,black,black,,,,keyclip,right hand pocket,as last year production,0,1,1,0
2055,L1,L1-106-18_HASTING_4-12-17_TRIMS,amount,,black/ rust,bone/ black,gunmetal/ ink,vintage camo broken twill,,,,notions,location,supplier/ reference number,0,1,1,0
2056,L1,L1-106-18_HASTING_4-12-17_TRIMS,1 per side = 2,,black,black,black,black,,,,"grosgrain 3/8""",attach hem cord lock,none,0,1,1,0
2057,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,black,black,black,black,,,,"grosgrain 1/4""",attach keyclip right hand pocket ,none,0,1,1,0
2058,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,black,black,black,black,,,,"grosgrain: 3/4"" wide  (fold in 1/2, 1/2"" finished tab length)",lining pocket,none,0,1,1,0
2059,L1,L1-106-18_HASTING_4-12-17_TRIMS,2,,black,black,black,black,,,,"grosgrain 3/4"" x  3 1/2"" flat webbing (finished length)",powder skirt - side tabs jacket to pant connection ,none,0,1,1,0
2060,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,shell,shell,shell,shell,,,,"shell fabric tab  1"" x 1"" wrap around ",jacket to pant connection center back on tab,none,0,1,1,0
2061,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,shell,shell,shell,shell,,,,"shell fabric tab  1"" x 1"" wrap around ",jacket to pant connection center back under snap on gripper elastic,none,0,1,1,0
2062,L1,L1-106-18_HASTING_4-12-17_TRIMS,1 per side = 2,,shell,shell,shell,shell,,,,"shell fabric tab 3/4"" x  1"" ",jacket to pant connection at side tabs under snaps,none,0,1,1,0
2063,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,black,black,black,black,,,,"elastic 1"" x 4""",powder skirt middle tab - jacket to pant connection ,none,0,1,1,0
2064,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,available,available,available,available,,,,elastic ,back of sleeve cuffs,none,0,1,1,0
2065,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,black,black,black,black,,,,"elastic 1/4"" ",lining cable guide,none,0,1,1,0
2066,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,black,black,black,black,,,,gripper elastic 25mm non logo,powder skirt hem,mtt0022,0,1,1,0
2067,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,black,black,black,black,,,,elastine binding,goggle pocket binding,none,0,1,1,0
2068,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,19-1540 tcx rust,19-4006 tcx black,19-4010 tcx ink,19-0515 tcx military ,,,,hood drawcord,hood,"cw17-022
chun wo ho
soluna please source shoelace type drawcord quality as per photo on page 2 of drawing",0,1,1,0
2069,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,"two-color shock cord =
colorway: 1
19-4006 tcx black/
18-0403 tcx gunmetal","two-color shock cord =
colorway: 1
19-4006 tcx black/
18-0403 tcx gunmetal","two-color shock cord =
colorway: 1
19-4006 tcx black/
18-0403 tcx gunmetal","two-color shock cord =
colorway: 1
19-4006 tcx black/
18-0403 tcx gunmetal",,,,"l1-2018-trim-030
two-color shock cord
see color ups for 
colors",hem,please source,0,1,1,0
2070,L1,L1-106-18_HASTING_4-12-17_TRIMS,amount,,black/ rust,bone/ black,gunmetal/ ink,vintage camo broken twill,,,,velcro,location,supplier/ reference number,0,1,1,0
2071,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,match to shell,match to shell,match to shell,match to shell,,,," 1/2"" x 5 1/2"" (1/2"" shorter than pocket length) velcro with rounded corners",lining pocket,paiho / loop#1057 / hooketn7,0,1,1,0
2072,L1,L1-106-18_HASTING_4-12-17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,,"1"" x 3 3/4"" velcro with rounded corners",cuff on body,paiho / loop#1057,0,1,1,0
2073,L1,L1-106-18_HASTING_4-12-17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,match to shell,,,,"1"" x 2 1/2"" velcro with rounded corners",cuff on tab,paiho / hooketn7,0,1,1,0
2074,L1,L1-106-18_HASTING_4-12-17_TRIMS,amount,,black/ rust,bone/ black,gunmetal/ ink,vintage camo broken twill,,,,thread,supplier/ ref number,spi,0,1,1,0
2075,L1,L1-106-18_HASTING_4-12-17_TRIMS,none,,match to shell,match to shell,match to shell,match to shell,,,,seams,Feb-30,10-12 spi,0,1,1,0
2076,L1,L1-106-18_HASTING_4-12-17_TRIMS,none,,match to shell,match to shell,match to shell,match to shell,,,,topstitch,Feb-30,8-10 spi,0,1,1,0
2077,L1,L1-106-18_HASTING_4-12-17_TRIMS,none,,match to shell,match to shell,match to shell,match to shell,,,,bartacks,100 / 2,none,0,1,1,0
2078,L1,L1-106-18_HASTING_4-12-17_TRIMS,none,,match to shell,match to shell,match to shell,match to shell,,,,sleeve gaiter cover stitch,none,must be stretch thread,0,1,1,0
2079,L1,L1-106-18_HASTING_4-12-17_TRIMS,amount,,black/ rust,bone/ black,gunmetal/ ink,vintage camo broken twill,,,,labels ,location,supplier/ reference number,0,1,1,0
2080,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,10k/10k critically taped,10k/10k critically taped,10k/10k critically taped,10k/10k critically taped,,,,10k/10k critically taped,center back below neck seam,soluna/ main label,0,1,1,0
2081,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,"xs, s, m, l, xl","xs, s, m, l, xl","xs, s, m, l, xl","xs, s, m, l, xl",,,,size label (sample size l),center back below main label,soluna/ size label,0,1,1,0
2082,L1,L1-106-18_HASTING_4-12-17_TRIMS,amount,,black/ rust,bone/ black,gunmetal/ ink,vintage camo broken twill,,,,hang tags,location,supplier/ reference number,0,1,1,0
2083,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,mens jacket hang tag,mens jacket hang tag,mens jacket hang tag,mens jacket hang tag,,,,mens jacket hang tag,left side hand pocket zipper,soluna/ mens jacket hang tag,0,1,1,0
2084,L1,L1-106-18_HASTING_4-12-17_TRIMS,amount,,black/ rust,bone/ black,gunmetal/ ink,vintage camo broken twill,,,,care and content labels,location,supplier/ reference number,0,1,1,0
2085,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,address label,address label,address label,address label,,,,address label,lining left side seam,factory sourced,0,1,1,0
2086,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,content label,content label,content label,content label,,,,content label,lining left side seam,factory sourced,0,1,1,0
2087,L1,L1-106-18_HASTING_4-12-17_TRIMS,1,,washing label,washing label,washing label,washing label,,,,washing label,lining left side seam,factory sourced,0,1,1,0
2088,L1,L1-111-18_STOOGE_4-06-17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape color: black,silder/pull color:x6 black oxides  zipper tape color: black,,,,,, #5 coil zipper,center front,ykk / 1-way semi auto locking with 1 l1 custom pull,0,1,1,0
2089,L1,L1-111-18_STOOGE_4-06-17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape color: black,silder/pull color:x6 black oxides  zipper tape color: black,,,,,, #5 coil zipper,lining pocket vertical,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
2090,L1,L1-111-18_STOOGE_4-06-17_TRIMS,amount,,vintage camo broken twill,black,,,,,,additional zipper pulls,location,supplier/ reference number,0,1,1,0
2091,L1,L1-111-18_STOOGE_4-06-17_TRIMS,1,,x6 black oxides ,x6 black oxides ,,,,,,"""l1-2018-trim-017
l1 zipper pull",center front,ykk,0,1,1,0
2092,L1,L1-111-18_STOOGE_4-06-17_TRIMS,1,,match to shell,match to shell,,,,,, 11nt-045 / self fabric pull ,lining pocket vertical,factory made,0,1,1,0
2093,L1,L1-111-18_STOOGE_4-06-17_TRIMS,amount,,vintage camo broken twill,black,,,,,,branded trims,location,supplier/ reference number,0,1,1,0
2094,L1,L1-111-18_STOOGE_4-06-17_TRIMS,5,,al023 alloy (d),al023 alloy (d),,,,,,"l1-2018-trim-011
half deboss snap",center front placket,luks,0,1,1,0
2095,L1,L1-111-18_STOOGE_4-06-17_TRIMS,1,,black faux leather,black faux leather,,,,,,"l1-2018-trim-002
black leather patch",front right hem,please source,0,1,1,0
2096,L1,L1-111-18_STOOGE_4-06-17_TRIMS,1,,match to shell,match to shell,,,,,,"l1-2018-trim-024
l1 embroidery small
3cm x 2.77cm  ",left sleeve hem,please source,0,1,1,0
2097,L1,L1-111-18_STOOGE_4-06-17_TRIMS,amount,,vintage camo broken twill,black,,,,,,screen prints,location,supplier/ reference number,0,1,1,0
2098,L1,L1-111-18_STOOGE_4-06-17_TRIMS,1,,"2 color: pantone black, pantone 18-0950 tpx harvest","2 color: pantone black, pantone 18-0950 tpx harvest",,,,,,screen print - quality as on sample of black jacket pamela has for collar reference,left chest,xxx,0,1,1,0
2099,L1,L1-111-18_STOOGE_4-06-17_TRIMS,1,,"2 color: pantone black, pantone 18-0950 tpx harvest","2 color: pantone black, pantone 18-0950 tpx harvest",,,,,,screen print - quality as on sample of black jacket pamela has for collar reference,back,xxx,0,1,1,0
2100,L1,L1-111-18_STOOGE_4-06-17_TRIMS,amount,,vintage camo broken twill,black,,,,,,trims,location,supplier/ reference number,0,1,1,0
2101,L1,L1-111-18_STOOGE_4-06-17_TRIMS,1 per side = 2,,al023 alloy (d),al023 alloy (d),,,,,,15mm metal snap,hand pocket welts,luk's / 404,0,1,1,0
2102,L1,L1-111-18_STOOGE_4-06-17_TRIMS,1 per side = 2,,al023 alloy (d),al023 alloy (d),,,,,,metal eyelets 11mm,hem cord exit,luk's / et89,0,1,1,0
2103,L1,L1-111-18_STOOGE_4-06-17_TRIMS,amount,,vintage camo broken twill,black,,,,,,notions,location,supplier/ reference number,0,1,1,0
2104,L1,L1-111-18_STOOGE_4-06-17_TRIMS,1 (see measurements page for length),,black,black,,,,,,8mm round drawcord,hem,xxx,0,1,1,0
2105,L1,L1-111-18_STOOGE_4-06-17_TRIMS,1 per side = 2,,available,available,,,,,,"1"" flat elastic",sleeve hems,xxx,0,1,1,0
2106,L1,L1-111-18_STOOGE_4-06-17_TRIMS,amount,,vintage camo broken twill,black,,,,,,velcro,location,supplier/ reference number,0,1,1,0
2107,L1,L1-111-18_STOOGE_4-06-17_TRIMS,amount,,vintage camo broken twill,black,,,,,,thread,supplier/ ref number,spi,0,1,1,0
2108,L1,L1-111-18_STOOGE_4-06-17_TRIMS,none,,match to shell,match to shell,,,,,,seams,Feb-30,10-12 spi,0,1,1,0
2109,L1,L1-111-18_STOOGE_4-06-17_TRIMS,none,,match to shell,match to shell,,,,,,topstitch,Feb-30,8-10 spi,0,1,1,0
2110,L1,L1-111-18_STOOGE_4-06-17_TRIMS,none,,match to shell,match to shell,,,,,,bartacks,100/2,none,0,1,1,0
2111,L1,L1-111-18_STOOGE_4-06-17_TRIMS,amount,,vintage camo broken twill,black,,,,,,labels ,location,supplier/ reference number,0,1,1,0
2112,L1,L1-111-18_STOOGE_4-06-17_TRIMS,1,,dwr,dwr,,,,,,dwr,center back below neck seam,soluna/ main label,0,1,1,0
2113,L1,L1-111-18_STOOGE_4-06-17_TRIMS,1,,"xs, s, m, l, xl","xs, s, m, l, xl",,,,,,size label (sample size l),center back below main label,soluna/ size label,0,1,1,0
2114,L1,L1-111-18_STOOGE_4-06-17_TRIMS,amount,,vintage camo broken twill,black,,,,,,hang tags,location,supplier/ reference number,0,1,1,0
2115,L1,L1-111-18_STOOGE_4-06-17_TRIMS,1,,mens jacket hang tag,mens jacket hang tag,,,,,,mens jacket hang tag,center back locker loop,soluna/ mens jacket hang tag,0,1,1,0
2116,L1,L1-111-18_STOOGE_4-06-17_TRIMS,amount,,vintage camo broken twill,black,,,,,,care and content labels,location,supplier/ reference number,0,1,1,0
2117,L1,L1-111-18_STOOGE_4-06-17_TRIMS,1,,address label,address label,,,,,,address label,lining left side seam,factory sourced,0,1,1,0
2118,L1,L1-111-18_STOOGE_4-06-17_TRIMS,1,,content label,content label,,,,,,content label,lining left side seam,factory sourced,0,1,1,0
2119,L1,L1-111-18_STOOGE_4-06-17_TRIMS,1,,washing label,washing label,,,,,,washing label,lining left side seam,factory sourced,0,1,1,0
2120,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,, #5 coil zipper,fly ,ykk / 1-way semi auto locking dalh,0,1,1,0
2121,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1 per side = 2,,silder/pull color: x6 black oxides zipper tape &teeth color: matte black,silder/pull color: x6 black oxides zipper tape &teeth color: matte black,silder/pull color: x6 black oxides zipper tape &teeth color: matte black,,,,, #5 matte water resistant coil zipper,hand pockets,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
2122,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,, #5 coil zipper,back right pocket,non ykk / 1-way dadhr die cast wire non locking,0,1,1,0
2123,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,, #5 coil zipper,balls out venting,non ykk / 2-way zip down to close dadhr die cast wire non locking,0,1,1,0
2124,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,amount,,silt,black,walnut,,,,,additional zipper pulls,location,supplier/ reference number,0,1,1,0
2125,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1 per side = 2,,black faux leather,black faux leather,black faux leather,,,,,l1-2018-trim-018 / non branded zipper pull faux leather quality to match trims faux leather piece = 4 cm x 0.6 cm ,hand pocket zippers,please source: same supplier as other faux leather trims,0,1,1,0
2126,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,black faux leather,black faux leather,black faux leather,,,,,l1-2018-trim-018 / non branded zipper pull faux leather quality to match trims faux leather piece = 4 cm x 0.6 cm ,back right pocket,please source: same supplier as other faux leather trims,0,1,1,0
2127,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,match to shell,match to shell,match to shell,,,,, 11nt-045 / self fabric pull ,balls out venting,factory made,0,1,1,0
2128,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,amount,,silt,black,walnut,,,,,branded trims,location,supplier/ reference number,0,1,1,0
2129,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,sas54 pseudo anti silver / black faux leather,sas54 pseudo anti silver / black faux leather,sas54 pseudo anti silver / black faux leather,,,,,"l1-2018-trim-010
faux leather backed snap ",front waist band,luks,0,1,1,0
2130,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,black faux leather,black faux leather,black faux leather,,,,,"l1-2018-trim-031
large black faux leather belt end wrap",hem wrap on end of belt webbing,please source: same supplier as other faux leather trims,0,1,1,0
2131,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,black/gold,black/gold,black/gold,,,,,"l1-2018-trim-012
heat transfer label  ",back pocket bag,please source,0,1,1,0
2132,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,2 mm emboss of the shell fabric,2 mm emboss of the shell fabric,2 mm emboss of the shell fabric,,,,,"l1-2018-trim-015 
l1 injection mold logo",front left hem,please source,0,1,1,0
2133,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,amount,,silt,black,walnut,,,,,trims,location,supplier/ reference number,0,1,1,0
2134,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,black,black,black,,,,,daddy buckle,front waist band,"30mm daddy buckle
from woojin",0,1,1,0
2135,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1 per side = 2,,al023 alloy (d),al023 alloy (d),al023 alloy (d),,,,,15mm metal snap,back gaiter/ pant hem,luk's / 404,0,1,1,0
2136,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1 per side = 2,,al023 alloy (d),al023 alloy (d),al023 alloy (d),,,,,boot hook,front gaiter,xxx,0,1,1,0
2137,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,black,black,black,,,,,keyclip,right hand pocket,as last year production,0,1,1,0
2138,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,amount,,silt,black,walnut,,,,,notions,location,supplier/ reference number,0,1,1,0
2139,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,black,black,black,,,,,"webbing 30mm wide, 1.6mm thick",waist band,please source as photo,0,1,1,0
2140,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,black,black,black,,,,,"grosgrain 1/4""",right hand pocket attach keyclip,xxx,0,1,1,0
2141,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,black,black,black,,,,,"grossgrain 1/4""",balls out venting mesh guard,factory,0,1,1,0
2142,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,,,,,self fabric tab 1x1,front gaiter under boot hook,factory,0,1,1,0
2143,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1 per side = 2,,match to shell,match to shell,match to shell,,,,,self fabric tab 1x1,back gaiter under finger snap hem adjust,factory,0,1,1,0
2144,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1 per side = 2,,available,available,available,,,,,"elastic 1""",pant hem,factory,0,1,1,0
2145,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,2,,black,black,black,,,,,gripper elastic 25mm non logo,leg gaiters,mtt0022,0,1,1,0
2146,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,amount,,silt,black,walnut,,,,,bonding film,location,supplier/ reference number,0,1,1,0
2147,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,bonding film,bonding film,bonding film,,,,,bonding film,fly opening,none,0,1,1,0
2148,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,bonding film,bonding film,bonding film,,,,,bonding film,back pocket welt,none,0,1,1,0
2149,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,bonding film,bonding film,bonding film,,,,,bonding film,front belt loop,none,0,1,1,0
2150,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,amount,,silt,black,walnut,,,,,velcro,location,supplier/ reference number,0,1,1,0
2151,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,amount,,silt,black,walnut,,,,,thread,supplier/ ref number,spi,0,1,1,0
2152,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,none,,match to shell,match to shell,match to shell,,,,,seams,Feb-30,10-12 spi,0,1,1,0
2153,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,none,,match to shell,match to shell,match to shell,,,,,topstitch,Feb-30,8-10 spi,0,1,1,0
2154,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,none,,match to shell,match to shell,match to shell,,,,,bartacks,100/2,none,0,1,1,0
2155,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,none,,match to shell,match to shell,match to shell,,,,,sleeve gaiter cover stitch,none,must be stretch thread,0,1,1,0
2156,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,amount,,silt,black,walnut,,,,,labels ,location,supplier/ reference number,0,1,1,0
2157,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,20k/20k fully taped,none,none,,,,,20k/20k fully taped,inner front right,soluna/ main label,0,1,1,0
2158,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,"xs, s, m, l, xl",none,none,,,,,size label (sample size l),center back ,soluna/ size label,0,1,1,0
2159,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,amount,,silt,black,walnut,,,,,hang tags,location,supplier/ reference number,0,1,1,0
2160,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,mens jacket hang tag,none,none,,,,,mens jacket hang tag,left side hand pocket zipper,soluna/ mens jacket hang tag,0,1,1,0
2161,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,pant fit hang tag,none,none,,,,,pant fit hang tag,left side hand pocket zipper,soluna/ pant fit hang tag,0,1,1,0
2162,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,amount,,silt,black,walnut,,,,,care and content labels,location,supplier/ reference number,0,1,1,0
2163,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,address label,none,none,,,,,address label,lining left side seam,factory sourced,0,1,1,0
2164,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,content label,none,none,,,,,content label,lining left side seam,factory sourced,0,1,1,0
2165,L1,L1-206-18_TAXWOOD_PANT_04_10_17_TRIMS,1,,washing label,none,none,,,,,washing label,lining left side seam,factory sourced,0,1,1,0
2166,L1,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,, #5 coil zipper,fly ,ykk / 1-way semi auto locking dalh,0,1,1,0
2167,L1,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS,1,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,, #5 coil zipper,back right pocket,non ykk / 1-way non locking / dadhr diecast wire,0,1,1,0
2168,L1,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS,1 per side = 2,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,,, #5 coil zipper,hem gusset ,non ykk / 1-way non locking / dadhr diecast wire,0,1,1,0
2169,L1,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS,amount,,black,military,rust,bone,walnut,,,additional zipper pulls,location,supplier/ reference number,0,1,1,0
