21,metal eyelets 8mm,luk's / et04,hood cord exit front,2 per side = 4,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,none,none,none
22,metal eyelets 8mm,luk's / et04,hem cord exit,2 per side = 4,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,none,none,none
23,metal eyelets 11mm,luk's / et89,hood cord exit back,1,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,none,none,none
24,cord lock: small cord lock with tie down,sun sun/ sv160824-2a,front hood adjust,1 per side = 2,matte black,matte black,matte black,none,none,none
25,cord lock,sv160819-4a,back hood adjust exposed at lining,1,matte black,matte black,matte black,none,none,none
26,cord lock,sv160819-4a,hem adjust exposed at lining,1 per side = 2,matte black,matte black,matte black,none,none,none
27,bead,sunsun/ sv160725-1a,back hood adjust,1,matte black,matte black,matte black,none,none,none
28,bead,sunsun/ sv160725-1a,hem adjust,1 per side = 2,matte black,matte black,matte black,none,none,none
29,keyclip,as production,right hand pocket,1,black,black,black,none,none,none
30,notions,supplier/ reference number,location,amount,silt,walnut,black,0,0,0
31,"grosgrain 1/4""",none,attach front hood cord lock,1 per side = 2,black,black,black,none,none,none
32,"grosgrain 3/8""",none,attach back hood cord lock,1 per side = 2,black,black,black,none,none,none
33,"grosgrain 3/8""",none,attach hem cord lock,1 per side = 2,black,black,black,none,none,none
34,"grosgrain 1/4""",none,attach keyclip right hand pocket ,1,black,black,black,none,none,none
35,elastic ,none,back of sleeve cuffs,1,available,available,available,none,none,none
36,"elastic 1/4""",none,lining cable gulide,1,black,black,black,none,none,none
37,elastine,none,lining cord exit - welts,none,black,black,black,none,none,none
38,l1-2018-trim-030 2-color shockcord 3.5mm (heathered 2 color mix) ,"example: cw15-065
chun wo ho (please source)",hood & hem,2,"colorway 1
pantone 19-4006 tcx black
pantone 18-0403 tcx gunmetal ","colorway 1
pantone 19-4006 tcx black
pantone 18-0403 tcx gunmetal ","colorway 1
pantone 19-4006 tcx black
pantone 18-0403 tcx gunmetal ",none,none,none
39,bonding film,supplier/ reference number,location,amount,black,forest ,walnut,0,0,0
40,bonding film,none,hood brim,1,bonding film,bonding film,bonding film,none,none,none
41,bonding film,none,back hood adjust welt,1,bonding film,bonding film,bonding film,none,none,none
42,bonding film,none,hand pocket welts,1 per side = 2,bonding film,bonding film,bonding film,none,none,none
43,bonding film,none,cuff tabs,1 per side = 2,bonding film,bonding film,bonding film,none,none,none
44,velcro,supplier/ reference number,location,amount,silt,walnut,black,0,0,0
45,"1"" x 3 3/4"" velcro with rounded corners",paiho / loop#1057,cuff on body,1 per side = 2,match to shell,match to shell,match to shell,none,none,none
46,"1"" x 2 1/2"" velcro with rounded corners",paiho / hooketn7,cuff on tab,1 per side = 2,match to shell,match to shell,match to shell,none,none,none
47,thread,spi,supplier/ ref number,amount,silt,walnut,black,0,0,0
48,seams,10-12 spi,30/2,none,match to shell,match to shell,match to shell,none,none,none
49,topstitch,8-10 spi,30/2,none,match to shell,match to shell,match to shell,none,none,none
50,bartacks,none,100/2,none,match to shell,match to shell,match to shell,none,none,none
51,sleeve gaiter cover stitch,must be stretch thread,none,none,match to shell,match to shell,match to shell,none,none,none
52,labels ,supplier/ reference number,location,amount,silt,walnut,black,0,0,0
53,20k/20k fully taped,soluna/ main label,center back below neck seam,1,20k/20k fully taped,20k/20k fully taped,20k/20k fully taped,none,none,none
54,size label (sample size l),soluna/ size label,center back below main label,1,"xs, s, m, l, xl","xs, s, m, l, xl","xs, s, m, l, xl",none,none,none
55,hang tags,supplier/ reference number,location,amount,silt,walnut,black,0,0,0
56,mens jacket hang tag,soluna/ mens jacket hang tag,left side hand pocket zipper,1,mens jacket hang tag,mens jacket hang tag,mens jacket hang tag,none,none,none
57,care and content labels,supplier/ reference number,location,amount,silt,walnut,black,0,0,0
58,address label,factory sourced,lining left side seam,1,address label,address label,address label,none,none,none
59,content label,factory sourced,lining left side seam,1,content label,content label,content label,none,none,none
60,washing label,factory sourced,lining left side seam,1,washing label,washing label,washing label,none,none,none
